Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",26y 145d,150 (66-3-81 45.00%),394 (2.63),←,
35,"Corr, Aidan",25y 99d,79 (36-3-40 47.47%),2 (0.03),←,
13,"Cumming, Isaac",21y 13d,7 (4-0-3 57.14%),,←,
16,"Daniels, Brent",20y 168d,29 (18-0-11 62.07%),13 (0.45),←,
1,"Davis, Phil",28y 359d,162 (79-3-80 49.69%),7 (0.04),144 (68-3-73 48.26%),6 (0.04)
24,"de Boer, Matt",29y 167d,183 (106-4-73 59.02%),74 (0.40),45 (28-3-14 65.56%),26 (0.58)
31,"Finlayson, Jeremy",23y 196d,34 (19-2-13 58.82%),41 (1.21),←,
37,"Hill, Bobby",19y 196d,7 (4-0-3 57.14%),7 (1.00),←,
27,"Himmelberg, Harry",23y 108d,61 (39-1-21 64.75%),73 (1.20),←,
25,"Keeffe, Lachlan",29y 132d,57 (33-0-24 57.89%),14 (0.25),17 (8-0-9 47.06%),7 (0.41)
22,"Kelly, Josh",24y 193d,114 (64-2-48 57.02%),73 (0.64),←,
40,"Kennedy, Adam",27y 43d,111 (42-0-69 37.84%),12 (0.11),←,
38,"Lloyd, Daniel",27y 187d,35 (20-3-12 61.43%),28 (0.80),←,
41,"Mumford, Shane",33y 50d,188 (122-4-62 65.96%),52 (0.28),88 (53-2-33 61.36%),13 (0.15)
36,"Perryman, Harry",20y 248d,32 (16-1-15 51.56%),4 (0.13),←,
50,"Reid, Sam",29y 290d,86 (48-3-35 57.56%),29 (0.34),76 (42-3-31 57.24%),28 (0.37)
23,"Shaw, Heath",33y 270d,304 (185-5-114 61.68%),39 (0.13),131 (75-3-53 58.40%),2 (0.02)
14,"Taranto, Tim",21y 208d,59 (36-1-22 61.86%),23 (0.39),←,
15,"Taylor, Sam",20y 111d,26 (18-0-8 69.23%),1 (0.04),←,
20,"Tomlinson, Adam",26y 14d,137 (59-3-75 44.16%),35 (0.26),←,
6,"Whitfield, Lachie",25y 37d,130 (63-3-64 49.62%),59 (0.45),←,
29,"Williams, Zac",24y 338d,98 (51-0-47 52.04%),23 (0.23),←,
Totals,Totals,25y 196d,2089 (1128-41-920 54.00%),1003 (0.48),,
C,"Cameron, Leon",46y 356d,139 (76-3-60 55.76%),,←,
