Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
42,"Bevan, Paul",26y 181d,123 (67-3-53 55.69%),34 (0.28),←,
24,"Bolton, Jude",31y 12d,258 (138-4-116 54.26%),128 (0.50),←,
13,"Everitt, Andrejs",22y 14d,37 (22-2-13 62.16%),9 (0.24),1 (0-1-0 50.00%),1 (1.00)
37,"Goodes, Adam",31y 78d,277 (149-4-124 54.51%),313 (1.13),←,
39,"Grundy, Heath",24y 298d,71 (37-1-33 52.82%),18 (0.25),←,
4,"Hannebery, Dan",20y 31d,29 (15-1-13 53.45%),10 (0.34),←,
15,"Jack, Kieren",23y 272d,72 (35-2-35 50.00%),45 (0.63),←,
32,"Jetta, Lewis",21y 327d,21 (11-1-9 54.76%),7 (0.33),←,
12,"Kennedy, Josh",22y 280d,38 (19-1-18 51.32%),14 (0.37),25 (14-1-10 58.00%),10 (0.40)
29,"Mattner, Martin",28y 233d,168 (94-2-72 56.55%),36 (0.21),70 (34-2-34 50.00%),22 (0.31)
21,"McGlynn, Ben",25y 233d,59 (31-1-27 53.39%),54 (0.92),15 (8-1-6 56.67%),26 (1.73)
3,"McVeigh, Jarrad",25y 354d,148 (83-3-62 57.09%),104 (0.70),←,
41,"Mumford, Shane",24y 265d,43 (30-1-12 70.93%),7 (0.16),22 (13-1-8 61.36%),4 (0.18)
5,"OKeefe, Ryan",30y 62d,210 (116-3-91 55.95%),208 (0.99),←,
20,"Reid, Sam",19y 90d,2 (1-1-0 75.00%),2 (1.00),←,
25,"Richards, Ted",28y 75d,134 (73-3-58 55.60%),31 (0.23),101 (54-3-44 54.95%),12 (0.12)
16,"Rohan, Gary",19y 293d,10 (4-1-5 45.00%),7 (0.70),←,
1,"Seaby, Mark",26y 330d,109 (67-1-41 61.93%),66 (0.61),7 (5-1-1 78.57%),2 (0.29)
2,"Shaw, Rhyce",29y 162d,140 (69-1-70 49.64%),36 (0.26),46 (21-1-24 46.74%),16 (0.35)
40,"Smith, Nick",22y 288d,30 (12-1-17 41.67%),6 (0.20),←,
22,"Sumner, Byron",19y 147d,1 (0-1-0 50.00%),,←,
18,"White, Jesse",23y 77d,41 (19-2-20 48.78%),43 (1.05),←,
Totals,Totals,24y 336d,2021 (1092-40-889 54.03%),1178 (0.58),,
C,"Longmire, John",40y 86d,1 (0-1-0 50.00%),,←,
