Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",25y 268d,117 (69-2-46 59.83%),31 (0.26),←,
42,"Bevan, Paul",23y 324d,85 (50-2-33 60.00%),22 (0.26),←,
14,"Bird, Craig",19y 208d,19 (10-1-8 55.26%),7 (0.37),←,
6,"Bolton, Craig",28y 77d,170 (102-2-66 60.59%),25 (0.15),141 (85-2-54 60.99%),15 (0.11)
24,"Bolton, Jude",28y 154d,207 (114-3-90 55.80%),98 (0.47),←,
32,"Buchanan, Amon",25y 311d,104 (61-2-41 59.62%),55 (0.53),←,
28,"Crouch, Jared",30y 164d,205 (110-1-94 53.90%),48 (0.23),←,
10,"Everitt, Peter",34y 105d,287 (111-3-173 39.20%),383 (1.33),35 (18-1-16 52.86%),16 (0.46)
12,"Fosdike, Nic",28y 172d,164 (88-2-74 54.27%),66 (0.40),←,
37,"Goodes, Adam",28y 221d,227 (126-3-98 56.17%),224 (0.99),←,
39,"Grundy, Heath",22y 75d,22 (14-0-8 63.64%),12 (0.55),←,
1,"Hall, Barry",31y 190d,235 (120-3-112 51.70%),569 (2.42),147 (86-2-59 59.18%),425 (2.89)
16,"Jolly, Darren",26y 284d,140 (76-2-62 55.00%),52 (0.37),92 (56-2-34 61.96%),41 (0.45)
17,"Kennelly, Tadhg",27y 46d,154 (96-1-57 62.66%),29 (0.19),←,
31,"Kirk, Brett",31y 296d,191 (108-3-80 57.33%),76 (0.40),←,
9,"Malceski, Nick",24y 1d,53 (37-1-15 70.75%),28 (0.53),←,
29,"Mattner, Martin",26y 10d,118 (71-1-46 60.59%),18 (0.15),20 (11-1-8 57.50%),4 (0.20)
3,"McVeigh, Jarrad",23y 131d,101 (59-2-40 59.41%),71 (0.70),←,
33,"Moore, Jarred",22y 163d,28 (17-1-10 62.50%),18 (0.64),←,
5,"OKeefe, Ryan",27y 205d,161 (94-2-65 59.01%),176 (1.09),←,
25,"Richards, Ted",25y 218d,99 (57-2-40 58.59%),27 (0.27),66 (38-2-26 59.09%),8 (0.12)
30,"Roberts-Thomson, Lewis",24y 343d,94 (59-1-34 63.30%),11 (0.12),←,
Totals,Totals,26y 247d,2981 (1649-40-1292 55.32%),2046 (0.69),,
C,"Roos, Paul",45y 50d,152 (92-2-58 61.18%),,←,
