Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",14,1,16,30,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
50,"Ballantyne, Jon",7,5,3,10,4,1.0,,,,,,,1.0,2.0,,,,,,,,,
35,"Baxter, Darren",18,5,10,28,,,,,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",9,1,3,12,,1.0,,1.0,,,,,2.0,3.0,,,,,,,,,
20,"Coleman, Glenn",20,13,8,28,1,1.0,2.0,1.0,,,,,1.0,5.0,,,,,,,,,
12,"Eppelstun, Greg",6,2,7,13,,,,1.0,,,,,3.0,1.0,,,,,,,,,
45,"Ford, Michael",8,3,7,15,,1.0,,,,,,,3.0,1.0,,,,,,,,,
32,"Foster, Peter",12,5,9,21,,,2.0,1.0,,,,,4.0,2.0,,,,,,,,,
44,"Grant, Jamie",7,4,6,13,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
7,"Hawkins, Doug",15,5,7,22,,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
43,"Hogg, Matthew",7,2,5,12,,,,,,,,,,,,,,,,,,,
10,"Hunter, Mark",10,1,3,13,,,,,,,,,1.0,,,,,,,,,,
4,"Kellett, Nigel",12,3,8,20,,,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Kennedy, Rick",11,3,2,13,,,,1.0,,,,,5.0,2.0,,,,,,,,,
21,"Kolyniuk, Steven",19,3,6,25,1,,,,,,,,3.0,2.0,,,,,,,,,
39,"Liberatore, Tony",9,1,10,19,,,,5.0,,,,,1.0,,,,,,,,,,
14,"Reynolds, Keenan",8,4,4,12,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
33,"Royal, Brian",5,1,1,6,,,,,,,,,,2.0,,,,,,,,,
6,"Wigney, Stuart",8,3,4,12,,,,,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",1,6,8,9,,1.0,8.0,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,71,127,333,10,8.0,12.0,16.0,,,,,31.0,31.0,,,,,,,,,
Opposition,Opposition,235,77,136,371,20,16.0,28.0,21.0,,,,,31.0,31.0,6.0,,,,,,,,
