Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",25y 239d,75 (36-0-39 48.00%),21 (0.28),←,
21,"Brown, David",25y 183d,54 (25-1-28 47.22%),45 (0.83),←,
19,"Chalmers, Brett",21y 342d,13 (4-1-8 34.62%),1 (0.08),←,
14,"Connell, Matthew",22y 240d,4 (2-0-2 50.00%),1 (0.25),1 (0-0-1 0.00%),1 (1.00)
9,"Hall, Tony",30y 196d,109 (80-1-28 73.85%),169 (1.55),12 (6-1-5 54.17%),25 (2.08)
35,"Jameson, Rod",24y 274d,73 (38-1-34 52.74%),78 (1.07),←,
2,"Jarman, Andrew",29y 76d,73 (36-1-36 50.00%),42 (0.58),←,
31,"Kluzek, Matthew",21y 362d,8 (1-0-7 12.50%),8 (1.00),←,
13,"Lee, Scott",31y 299d,79 (40-1-38 51.27%),17 (0.22),←,
8,"McCartney, Jason",21y 17d,39 (20-0-19 51.28%),28 (0.72),1 (0-0-1 0.00%),
10,"McDermott, Chris",31y 147d,89 (43-1-45 48.88%),24 (0.27),←,
11,"McGuinness, Tony",30y 329d,194 (91-3-100 47.68%),177 (0.91),85 (41-1-43 48.82%),69 (0.81)
28,"McKinnon, Martin",19y 269d,9 (3-0-6 33.33%),3 (0.33),←,
6,"Modra, Tony",26y 30d,51 (25-1-25 50.00%),220 (4.31),←,
15,"Pittman, David",26y 36d,39 (17-1-21 44.87%),2 (0.05),←,
20,"Powell, Matthew",21y 185d,10 (5-0-5 50.00%),2 (0.20),←,
52,"Rehn, Shaun",23y 226d,65 (31-1-33 48.46%),21 (0.32),←,
32,"Ricciuto, Mark",19y 296d,41 (18-1-22 45.12%),25 (0.61),←,
7,"Smart, Nigel",25y 314d,77 (37-1-39 48.70%),40 (0.52),←,
12,"Tregenza, Simon",24y 22d,69 (34-1-34 50.00%),10 (0.14),←,
44,"Wellman, Sean",20y 192d,18 (6-1-11 36.11%),7 (0.39),←,
Totals,Totals,24y 360d,1189 (592-17-580 49.79%),941 (0.79),,
C,"Shaw, Robert",40y 84d,87 (28-0-59 32.18%),,1 (0-0-1 0.00%),
