Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",25y 71d,91 (56-4-31 63.74%),29 (0.32),←,
21,"Balta, Noah",23y 167d,66 (41-2-23 63.64%),22 (0.33),←,
29,"Bolton, Shai",24y 121d,94 (57-4-33 62.77%),106 (1.13),←,
42,"Clarke, Judson",19y 173d,5 (2-0-3 40.00%),5 (1.00),←,
9,"Cotchin, Trent",33y 1d,291 (160-5-126 55.84%),135 (0.46),←,
38,"Cumberland, Noah",22y 24d,11 (4-1-6 40.91%),20 (1.82),←,
34,"Graham, Jack",25y 42d,101 (65-4-32 66.34%),41 (0.41),←,
2,"Grimes, Dylan",31y 266d,211 (130-4-77 62.56%),3 (0.01),←,
22,"Hopper, Jacob",26y 61d,117 (64-3-50 55.98%),44 (0.38),3 (1-1-1 50.00%),2 (0.67)
19,"Lynch, Tom",30y 159d,216 (90-4-122 42.59%),456 (2.11),85 (53-3-29 64.12%),202 (2.38)
31,"Mansell, Rhyan",22y 308d,19 (7-1-11 39.47%),3 (0.16),←,
4,"Martin, Dustin",31y 286d,272 (154-4-114 57.35%),306 (1.13),←,
33,"McIntosh, Kamdyn",29y 5d,150 (96-3-51 65.00%),42 (0.28),←,
25,"Nankervis, Toby",28y 239d,125 (83-2-40 67.20%),34 (0.27),113 (76-2-35 68.14%),31 (0.27)
50,"Pickett, Marlion",31y 92d,61 (34-4-23 59.02%),15 (0.25),←,
3,"Prestia, Dion",30y 178d,196 (94-3-99 48.72%),62 (0.32),101 (68-3-30 68.81%),32 (0.32)
13,"Ralphsmith, Hugo",21y 150d,21 (8-1-12 40.48%),9 (0.43),←,
17,"Rioli, Daniel",25y 357d,141 (87-4-50 63.12%),99 (0.70),←,
32,"Ryan, Samson",22y 120d,4 (1-0-3 25.00%),4 (1.00),←,
40,"Sonsie, Tyler",20y 71d,8 (4-1-3 56.25%),3 (0.38),←,
14,"Taranto, Tim",25y 70d,118 (60-3-55 52.12%),49 (0.42),4 (1-1-2 37.50%),1 (0.25)
1,"Vlastuin, Nick",28y 354d,194 (121-4-69 63.40%),27 (0.14),←,
45,"Young, Tylar",24y 215d,3 (1-0-2 33.33%),,←,
Totals,Totals,26y 90d,2515 (1419-61-1035 56.42%),1514 (0.60),,
C,"Hardwick, Damien",50y 233d,301 (168-6-127 56.81%),,←,
