Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Acres, Blake",17,6,5,22,,,,5.0,2.0,5.0,3.0,6.0,,1.0,,5.0,18.0,,,,,,78.0
11,"Aish, James",13,8,10,23,1,,,,3.0,3.0,1.0,,,,,5.0,18.0,,,,,,87.0
41,"Banfield, Bailey",4,1,3,7,1,1.0,,2.0,,2.0,1.0,,,,,3.0,5.0,,,2.0,,1.0,80.0
8,"Brayshaw, Andrew",7,3,21,28,,2.0,,7.0,1.0,1.0,3.0,7.0,2.0,2.0,1.0,9.0,19.0,,,2.0,,,78.0
17,"Brodie, Will",15,6,11,26,1,,,4.0,,3.0,4.0,5.0,1.0,1.0,,11.0,16.0,,,2.0,,,76.0
27,"Chapman, Heath",9,5,7,16,,,,1.0,5.0,,1.0,1.0,2.0,,,5.0,11.0,,,,1.0,,89.0
6,"Clark, Jordan",15,7,9,24,,1.0,,3.0,5.0,4.0,3.0,3.0,2.0,1.0,,8.0,18.0,,,4.0,,1.0,90.0
33 ↑,"Colyer, Travis",4,1,4,8,,,,3.0,,4.0,,2.0,,2.0,,1.0,8.0,,,,,,35.0
36,"Cox, Brennan",15,7,8,23,,,,,7.0,,,2.0,,1.0,,6.0,14.0,2.0,,9.0,,,97.0
4,"Darcy, Sean",5,1,6,11,,,28.0,2.0,1.0,1.0,4.0,,2.0,,,8.0,4.0,,,3.0,,,83.0
32,"Frederick, Michael",9,5,4,13,,1.0,,2.0,2.0,3.0,,1.0,,,,2.0,11.0,,1.0,1.0,1.0,,77.0
7 ↓,"Fyfe, Nat",3,2,4,7,1,,,1.0,,1.0,2.0,1.0,,1.0,,5.0,3.0,2.0,2.0,1.0,,,47.0
23,"Henry, Liam",7,3,6,13,,,,1.0,,1.0,,,1.0,,,2.0,11.0,,,,,,70.0
2,"Logue, Griffin",2,1,9,11,1,1.0,6.0,6.0,,,2.0,2.0,,,,5.0,7.0,,1.0,4.0,,,99.0
16,"Mundy, David",10,3,13,23,,,,3.0,1.0,3.0,6.0,4.0,1.0,,,13.0,11.0,,,2.0,,,74.0
25,"Pearce, Alex",9,6,6,15,,,,2.0,1.0,,,1.0,,,,4.0,10.0,1.0,,1.0,,,85.0
13,"Ryan, Luke",20,11,4,24,,,,6.0,5.0,1.0,2.0,4.0,2.0,1.0,,7.0,14.0,,,5.0,1.0,,88.0
5,"Schultz, Lachie",3,4,9,12,,,,3.0,1.0,2.0,,1.0,1.0,,,4.0,8.0,,,,,,82.0
3,"Serong, Caleb",13,1,14,27,,,,,4.0,3.0,6.0,4.0,1.0,1.0,,11.0,15.0,,,,,2.0,73.0
20,"Taberner, Matthew",6,4,2,8,1,1.0,,1.0,,1.0,,2.0,,1.0,,5.0,3.0,3.0,2.0,1.0,,,79.0
31,"Walker, Brandon",13,6,3,16,,,,1.0,,5.0,,2.0,1.0,1.0,,4.0,12.0,,,2.0,,,71.0
10,"Walters, Michael",4,1,6,10,1,,,4.0,,2.0,1.0,5.0,,2.0,,4.0,6.0,,,,,,84.0
26,"Young, Hayden",23,14,8,31,,,,2.0,5.0,5.0,,1.0,,1.0,3.0,8.0,22.0,1.0,,1.0,1.0,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,106,172,398,7,10.0,34.0,59.0,43.0,50.0,39.0,54.0,16.0,16.0,4.0,135.0,264.0,9.0,6.0,40.0,4.0,4.0,
Opposition,Opposition,208,96,134,342,7,10.0,32.0,66.0,43.0,51.0,28.0,60.0,16.0,16.0,2.0,131.0,206.0,5.0,10.0,51.0,3.0,3.0,
