Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
27,"Ball, Jason",30y 155d,137 (79-0-58 57.66%),149 (1.09),34 (16-0-18 47.06%),35 (1.03)
21,"Barry, Leo",25y 341d,103 (54-0-49 52.43%),50 (0.49),←,
6,"Bolton, Craig",22y 329d,34 (19-0-15 55.88%),10 (0.29),5 (2-0-3 40.00%),
24,"Bolton, Jude",23y 41d,72 (32-1-39 45.14%),43 (0.60),←,
8,"Cresswell, Daryn",31y 338d,227 (98-2-127 43.61%),187 (0.82),←,
28,"Crouch, Jared",25y 51d,113 (54-1-58 48.23%),21 (0.19),←,
2,"Davis, Nick",23y 26d,76 (32-0-44 42.11%),94 (1.24),5 (2-0-3 40.00%),9 (1.80)
12,"Fosdike, Nic",23y 58d,73 (33-1-39 45.89%),38 (0.52),←,
37,"Goodes, Adam",23y 107d,92 (42-1-49 46.20%),117 (1.27),←,
1,"Hall, Barry",26y 76d,110 (42-2-66 39.09%),211 (1.92),22 (8-1-13 38.64%),67 (3.05)
17,"Kennelly, Tadhg",21y 298d,33 (16-0-17 48.48%),12 (0.36),←,
31,"Kirk, Brett",26y 182d,54 (24-1-29 45.37%),28 (0.52),←,
4,"Mathews, Ben",24y 147d,92 (44-1-47 48.37%),16 (0.17),←,
11,"Maxfield, Stuart",31y 16d,243 (118-3-122 49.18%),137 (0.56),154 (83-2-69 54.55%),72 (0.47)
43,"Meiklejohn, James",18y 301d,1 (1-0-0 100.00%),,←,
23,"Nicks, Matthew",27y 347d,136 (73-1-62 54.04%),101 (0.74),←,
19,"OLoughlin, Michael",26y 64d,167 (89-2-76 53.89%),246 (1.47),←,
22,"Saddington, Jason",23y 184d,116 (57-1-58 49.57%),33 (0.28),←,
25,"Schauble, Andrew",26y 159d,134 (52-0-82 38.81%),32 (0.24),55 (25-0-30 45.45%),21 (0.38)
36,"Schneider, Adam",18y 348d,5 (2-0-3 40.00%),7 (1.40),←,
33,"Warfe, Rowan",26y 306d,100 (40-0-60 40.00%),5 (0.05),74 (39-0-35 52.70%),4 (0.05)
10,"Williams, Paul",30y 22d,236 (102-3-131 43.86%),274 (1.16),47 (21-1-25 45.74%),51 (1.09)
Totals,Totals,25y 127d,2354 (1103-20-1231 46.86%),1811 (0.77),,
C,"Roos, Paul",39y 302d,15 (8-0-7 53.33%),,←,
