Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bamford, Scott",13,4,7,20,,3.0,,4.0,,,,,1.0,,1.0,,,,,,,,
5,"Barker, John",18,7,7,25,1,,,,,,,,2.0,,,,,,,,,,
14,"Bizzotto, Frank",7,3,3,10,,,,,,,,,,2.0,,,,,,,,,
1,"Boyd, Brad",,,3,3,,,,,,,,,,,,,,,,,,,
30,"Carter, Nick",14,6,17,31,,1.0,,2.0,,,,,4.0,1.0,,,,,,,,,
29,"Cassidy, Brad",8,6,3,11,2,,,1.0,,,,,1.0,2.0,,,,,,,,,
40,"Clayton, Shane",4,2,8,12,,,,1.0,,,,,2.0,1.0,,,,,,,,,
31,"Dent, Matthew",16,5,9,25,,,,4.0,,,,,4.0,2.0,,,,,,,,,
20,"Dwyer, Mick",11,4,12,23,1,1.0,,2.0,,,,,,,,,,,,,,,
17,"Hawking, Simon",15,5,7,22,,1.0,,3.0,,,,,3.0,1.0,,,,,,,,,
19,"Holmes, Darren",,1,3,3,,,,,,,,,,,,,,,,,,,
2,"Johnson, Chris",15,6,9,24,3,3.0,,3.0,,,,,3.0,,3.0,,,,,,,,
25,"McCarthy, John",8,2,10,18,,,,2.0,,,,,2.0,1.0,,,,,,,,,
11,"McGregor, Anthony",1,,3,4,,,,,,,,,,,,,,,,,,,
3,"Mellington, Anthony",11,8,3,14,6,1.0,,2.0,,,,,2.0,1.0,2.0,,,,,,,,
7,"Molloy, Jarrod",13,5,9,22,,,,4.0,,,,,3.0,1.0,,,,,,,,,
34,"Morton, Danny",6,1,6,12,1,,,2.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",6,2,2,8,,,1.0,3.0,,,,,,1.0,,,,,,,,,
8,"Pike, Martin",16,5,10,26,,,,1.0,,,,,,1.0,,,,,,,,,
12,"Primus, Matthew",6,,13,19,,,14.0,1.0,,,,,3.0,2.0,,,,,,,,,
37,"Rombotis, John",9,2,9,18,2,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,74,153,350,16,11.0,15.0,35.0,,,,,31.0,16.0,6.0,,,,,,,,
Opposition,Opposition,175,74,93,268,10,16.0,11.0,25.0,,,,,16.0,31.0,,,,,,,,,
