Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",11,6,,11,5,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,
6,"Barnes, John",8,13,17,25,,,10.0,,,,,,1.0,,,,,,,,,,
9,"Breuer, Shayne",12,3,6,18,2,3.0,,4.0,,,,,1.0,2.0,,,,,,,,,
16,"Brownless, Bill",5,3,3,8,,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
40,"Brown, Paul",5,,1,6,,1.0,,,,,,,,,,,,,,,,,
7,"Couch, Paul",13,1,7,20,,1.0,,1.0,,,,,,,,,,,,,,,
36,"Graham, Ben",4,1,2,6,,,,1.0,,,,,1.0,2.0,,,,,,,,,
19,"Hall, Derek",4,4,7,11,,,,,,,,,,,,,,,,,,,
42,"Hickmott, Adrian",6,3,7,13,,,,,,,,,1.0,1.0,,,,,,,,,
29,"Hinkley, Ken",9,4,2,11,,3.0,,,,,,,2.0,,,,,,,,,,
32,"Hocking, Garry",15,5,11,26,,,,2.0,,,,,,,,,,,,,,,
4,"Lord, Aaron",1,,,1,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
18,"Lynch, Paul",2,1,3,5,,1.0,,,,,,,,,,,,,,,,,
21,"Mansfield, Michael",6,3,8,14,,,,2.0,,,,,4.0,,,,,,,,,,
17,"McGrath, Tim",13,,8,21,,,2.0,2.0,,,,,2.0,,,,,,,,,,
31,"Mensch, David",9,9,4,13,,3.0,,1.0,,,,,,2.0,,,,,,,,,
23,"Pickering, Liam",14,4,9,23,,,,3.0,,,,,1.0,1.0,,,,,,,,,
15,"Riccardi, Peter",6,1,3,9,,,,2.0,,,,,1.0,,,,,,,,,,
12,"Sholl, Brad",19,3,13,32,,,,2.0,,,,,2.0,,,,,,,,,,
37,"Simpson, Sean",8,4,8,16,,,,2.0,,,,,1.0,1.0,,,,,,,,,
11,"Tudor, Leigh",11,2,5,16,1,3.0,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,70,124,305,9,19.0,14.0,26.0,,,,,20.0,13.0,,,,,,,,,
Opposition,Opposition,171,63,89,260,11,12.0,14.0,42.0,,,,,13.0,20.0,6.0,,,,,,,,
