Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",9,1.0,14.0,23,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
32,"Baldwin, Jason",17,5.0,10.0,27,2.0,,,2.0,,,,,3.0,2.0,,,,,,,,,
5,"Barker, John",8,5.0,3.0,11,,,,,,,,,2.0,,,,,,,,,,
41,"Bird, Peter",4,5.0,6.0,10,,,,,,,,,,,,,,,,,,,
14,"Bizzotto, Frank",4,,3.0,7,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Boyd, Brad",13,5.0,5.0,18,3.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
35,"Cook, Brett",6,4.0,3.0,9,,,11.0,3.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",14,7.0,8.0,22,,,,,,,,,,,,,,,,,,,
17,"Hawking, Simon",8,5.0,1.0,9,1.0,3.0,,2.0,,,,,3.0,1.0,,,,,,,,,
3,"Hawkins, Doug",9,3.0,7.0,16,,,,1.0,,,,,,,,,,,,,,,
10,"Hogg, Jeff",5,4.0,2.0,7,1.0,,,,,,,,,,,,,,,,,,
2,"Johnson, Chris",11,4.0,,11,1.0,1.0,,3.0,,,,,,,,,,,,,,,
36,"Lamb, Wayne",3,,5.0,8,,,,5.0,,,,,1.0,,,,,,,,,,
30,"Manson, James",1,3.0,7.0,8,1.0,,1.0,,,,,,,,,,,,,,,,
25,"McCarthy, John",10,4.0,4.0,14,,,,2.0,,,,,,,,,,,,,,,
34,"Morton, Danny",9,4.0,9.0,18,2.0,,,2.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",5,2.0,4.0,9,,,,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Payne, Darren",6,2.0,2.0,8,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,
22,"Stretch, Steven",12,4.0,3.0,15,,,,1.0,,,,,1.0,1.0,,,,,,,,,
33,"Warfe, Rowan",2,1.0,5.0,7,,,,1.0,,,,,1.0,4.0,,,,,,,,,
16,"Zanotti, Mark",24,6.0,1.0,25,,,,,,,,,1.0,1.0,,,,,,,,,
Totals,Totals,180,74.0,102.0,282,12.0,7.0,13.0,30.0,,,,,20.0,14.0,,,,,,,,,
Opposition,Opposition,195,87.0,170.0,365,22.0,18.0,23.0,23.0,,,,,14.0,20.0,6.0,,,,,,,,
