Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Burns, Scott",32y 154d,231 (102-1-128 44.37%),137 (0.59),←,
32,"Cloke, Travis",20y 82d,39 (20-0-19 51.28%),27 (0.69),←,
1,"Davis, Leon",25y 343d,123 (57-0-66 46.34%),150 (1.22),←,
4,"Didak, Alan",24y 100d,106 (58-0-48 54.72%),157 (1.48),←,
25,"Fraser, Josh",25y 141d,145 (77-0-68 53.10%),127 (0.88),←,
38,"Goldsack, Tyson",20y 4d,2 (1-0-1 50.00%),,←,
6,"Holland, Brodie",27y 143d,150 (65-0-85 43.33%),141 (0.94),114 (57-0-57 50.00%),104 (0.91)
26,"Johnson, Ben",26y 51d,144 (76-0-68 52.78%),37 (0.26),←,
24,"Lockyer, Tarkyn",27y 208d,151 (70-0-81 46.36%),84 (0.56),←,
30,"Lumumba, Heritier",20y 192d,22 (13-0-9 59.09%),1 (0.05),←,
27,"Maxwell, Nick",23y 357d,56 (29-0-27 51.79%),10 (0.18),←,
7,"Medhurst, Paul",25y 166d,103 (53-0-50 51.46%),173 (1.68),4 (3-0-1 75.00%),7 (1.75)
11,"OBree, Shane",28y 72d,177 (87-0-90 49.15%),70 (0.40),158 (78-0-80 49.37%),67 (0.42)
10,"Pendlebury, Scott",19y 139d,18 (10-0-8 55.56%),15 (0.83),←,
35,"Prestigiacomo, Simon",29y 115d,188 (79-0-109 42.02%),3 (0.02),←,
21,"Richards, Guy",24y 66d,28 (14-0-14 50.00%),3 (0.11),←,
23,"Rocca, Anthony",29y 284d,216 (104-0-112 48.15%),358 (1.66),194 (93-0-101 47.94%),347 (1.79)
39,"Shaw, Heath",21y 180d,37 (20-0-17 54.05%),10 (0.27),←,
22,"Shaw, Rhyce",25y 222d,69 (35-0-34 50.72%),14 (0.20),←,
36,"Swan, Dane",23y 90d,60 (30-0-30 50.00%),29 (0.48),←,
13,"Thomas, Dale",19y 339d,25 (15-0-10 60.00%),13 (0.52),←,
34,"Toovey, Alan",20y 64d,7 (5-0-2 71.43%),4 (0.57),←,
Totals,Totals,24y 209d,2097 (1020-1-1076 48.64%),1563 (0.75),,
C,"Malthouse, Mick",53y 282d,548 (306-4-238 56.20%),,170 (83-0-87 48.82%),
