Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",10.0,5.0,2.0,12,,,,2.0,4.0,1.0,,,1.0,,,9.0,5.0,2.0,,4.0,,,
38,"Baird, John",9.0,3.0,3.0,12,1.0,2.0,,2.0,1.0,3.0,,,1.0,,,5.0,7.0,,2.0,4.0,,,
22,"Burton, Matthew",2.0,1.0,3.0,5,2.0,,19.0,,,1.0,1.0,,2.0,,,2.0,3.0,,,1.0,,,
2,"Colbert, Leigh",6.0,4.0,9.0,15,,,,1.0,2.0,,4.0,1.0,1.0,1.0,,7.0,9.0,,,4.0,,,
6,"Grant, Shannon",8.0,4.0,4.0,12,,1.0,,2.0,1.0,5.0,3.0,,3.0,,,5.0,7.0,,1.0,,1.0,,
39,"Harding, Leigh",4.0,2.0,3.0,7,,2.0,,2.0,1.0,1.0,,,,,,3.0,6.0,,,1.0,2.0,,
29,"Harvey, Brent",28.0,6.0,12.0,40,2.0,,,3.0,5.0,12.0,7.0,6.0,,1.0,1.0,7.0,29.0,,1.0,4.0,4.0,,
34,"King, David",15.0,4.0,2.0,17,,1.0,,2.0,5.0,2.0,2.0,,1.0,,,3.0,13.0,,,4.0,,,
35,"Makepeace, Troy",11.0,5.0,8.0,19,,,,,4.0,,2.0,2.0,2.0,,,8.0,8.0,1.0,,2.0,,,
4,"Martyn, Mick",8.0,1.0,4.0,12,,,2.0,2.0,4.0,,,2.0,1.0,1.0,,4.0,6.0,,,3.0,,,
5,"McCartney, Jason",5.0,3.0,3.0,8,,1.0,2.0,,1.0,,,,,,,1.0,7.0,1.0,,,,,
32,"Morrell, Digby",2.0,1.0,2.0,4,,,1.0,,,,,3.0,,1.0,,1.0,3.0,,,2.0,,,
20,"Petrie, Drew",4.0,,1.0,5,,,11.0,4.0,,,2.0,1.0,,1.0,,5.0,,,,2.0,,,
28,"Pickett, Byron",4.0,3.0,,4,2.0,,,3.0,,2.0,,3.0,1.0,3.0,,2.0,2.0,1.0,1.0,2.0,,,
3,"Rawlings, Brady",9.0,5.0,8.0,17,,2.0,,1.0,1.0,4.0,2.0,,,,,1.0,15.0,,1.0,4.0,,,
30,"Robbins, Ben",6.0,1.0,15.0,21,,,,3.0,1.0,1.0,7.0,1.0,1.0,1.0,,10.0,10.0,,,5.0,,,
26,"Rocca, Saverio",7.0,6.0,3.0,10,,2.0,7.0,,1.0,5.0,,4.0,1.0,2.0,,5.0,5.0,2.0,1.0,2.0,2.0,,
7,"Simpson, Adam",16.0,6.0,6.0,22,,1.0,,,2.0,4.0,6.0,3.0,3.0,1.0,,9.0,14.0,,,3.0,,,
9,"Sinclair, Jess",9.0,6.0,5.0,14,1.0,,,1.0,,3.0,,1.0,,,,4.0,10.0,1.0,,3.0,2.0,,
13,"Smith, Dylan",,,1.0,1,,,,2.0,,,,1.0,,1.0,,,1.0,,,,,,
10,"Stevens, Anthony",7.0,3.0,10.0,17,,,,1.0,1.0,2.0,1.0,3.0,,,,8.0,9.0,,,2.0,,,
40,"Teague, David",6.0,3.0,4.0,10,,,1.0,1.0,3.0,1.0,,2.0,,,,4.0,6.0,,,3.0,1.0,,
Totals,Totals,176.0,72.0,108.0,284,8.0,12.0,43.0,32.0,37.0,47.0,37.0,33.0,18.0,13.0,1.0,103.0,175.0,8.0,7.0,55.0,12.0,,
Opposition,Opposition,189.0,68.0,113.0,302,13.0,15.0,18.0,40.0,36.0,55.0,40.0,44.0,13.0,18.0,5.0,136.0,165.0,11.0,14.0,43.0,11.0,,
