Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Baguley, Mark",5,2,4,9,,,,2.0,,2.0,,,1.0,,,2.0,7.0,,,,,,89.0
2,"Bellchambers, Tom",1,3,6,7,,,25.0,,,,1.0,2.0,1.0,2.0,,2.0,5.0,1.0,,,,,92.0
22,"Carlisle, Jake",10,8,3,13,,,,1.0,2.0,,,1.0,1.0,1.0,,6.0,9.0,3.0,,3.0,,,98.0
12,"Crameri, Stewart",7,7,2,9,3,1.0,,1.0,,3.0,1.0,3.0,,3.0,,5.0,5.0,2.0,4.0,2.0,,,86.0
15,"Dempsey, Courtenay",20,8,8,28,,,,7.0,2.0,1.0,1.0,4.0,2.0,2.0,,9.0,20.0,,,1.0,,,92.0
31,"Fletcher, Dustin",11,8,1,12,,,,,5.0,,,1.0,,1.0,,1.0,9.0,,,3.0,,,91.0
9,"Goddard, Brendon",22,11,12,34,,,,2.0,2.0,7.0,2.0,,,,1.0,3.0,31.0,,,2.0,,1.0,86.0
21,"Heppell, Dyson",12,4,15,27,,2.0,1.0,4.0,1.0,7.0,3.0,4.0,1.0,2.0,,13.0,16.0,1.0,,2.0,,,79.0
1,"Hibberd, Michael",19,8,10,29,1,,,1.0,4.0,4.0,2.0,1.0,2.0,,2.0,9.0,20.0,1.0,,1.0,1.0,,87.0
39,"Hocking, Heath",7,6,11,18,,,,5.0,1.0,2.0,1.0,,,,,4.0,13.0,,,,,,84.0
26,"Hooker, Cale",7,3,5,12,,,,1.0,2.0,,,,2.0,,,4.0,6.0,,,5.0,,1.0,97.0
40,"Howlett, Ben",9,4,6,15,1,,,8.0,2.0,5.0,4.0,1.0,,1.0,,8.0,7.0,1.0,,1.0,,,78.0
18 ↓,"Hurley, Michael",3,3,2,5,,1.0,,,,,,2.0,,1.0,,2.0,3.0,1.0,,2.0,,,40.0
7,"Jetta, Leroy",4,,7,11,,2.0,,3.0,,1.0,1.0,1.0,1.0,1.0,,7.0,5.0,,,1.0,,1.0,80.0
38,"Kommer, Nick",10,7,6,16,,,,3.0,,6.0,2.0,1.0,,,,4.0,11.0,1.0,,2.0,,2.0,81.0
17 ↑,"Melksham, Jake",4,4,3,7,1,,,1.0,1.0,1.0,,4.0,,2.0,,,8.0,,,,,,40.0
23,"Myers, David",7,2,11,18,,,,2.0,,4.0,5.0,,,,,9.0,9.0,,1.0,1.0,,1.0,82.0
30,"Ryder, Paddy",10,7,7,17,,,16.0,2.0,3.0,1.0,4.0,1.0,2.0,,,9.0,8.0,1.0,,1.0,,,84.0
5,"Stanton, Brent",28,6,11,39,1,1.0,,4.0,2.0,7.0,5.0,3.0,,1.0,,8.0,30.0,,,1.0,1.0,,88.0
4,"Watson, Jobe",15,4,13,28,3,1.0,,5.0,1.0,1.0,6.0,2.0,,,3.0,18.0,12.0,,2.0,2.0,1.0,3.0,80.0
8,"Winderlich, Jason",9,7,2,11,1,,,4.0,1.0,2.0,,,1.0,,,2.0,9.0,1.0,1.0,,,1.0,83.0
11,"Zaharakis, David",14,4,4,18,2,,,5.0,1.0,5.0,1.0,3.0,,1.0,,7.0,11.0,,,,2.0,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,116,149,383,13,13.0,42.0,61.0,30.0,59.0,39.0,34.0,14.0,18.0,6.0,132.0,254.0,13.0,8.0,30.0,5.0,10.0,
Opposition,Opposition,211,99,164,375,9,8.0,21.0,49.0,40.0,40.0,28.0,37.0,18.0,14.0,,136.0,246.0,11.0,12.0,50.0,13.0,8.0,
