Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",3,2,1,4,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,16.0
36,"Boyle, Tim",6,7,6,12,1,2.0,,,,2.0,,1.0,1.0,,,5.0,7.0,3.0,2.0,1.0,,1.0,58.0
17,"Brennan, Luke",5,4,4,9,2,1.0,,2.0,,,,3.0,1.0,2.0,,2.0,6.0,,2.0,1.0,,,100.0
25,"Clarke, Tim",12,6,10,22,1,,,2.0,,3.0,1.0,,,,,9.0,13.0,1.0,2.0,,,2.0,100.0
9,"Crawford, Shane",14,5,12,26,1,,,4.0,2.0,1.0,5.0,1.0,1.0,,,6.0,19.0,,1.0,2.0,1.0,,100.0
24,"Croad, Trent",11,3,6,17,,,,,5.0,1.0,,4.0,,2.0,,6.0,10.0,1.0,,3.0,,,100.0
19,"Dixon, Ben",10,7,2,12,1,,,1.0,,2.0,,1.0,1.0,1.0,,2.0,10.0,,2.0,,,,93.0
1,"Everitt, Peter",13,6,5,18,,1.0,15.0,4.0,,4.0,5.0,6.0,3.0,3.0,,7.0,12.0,1.0,1.0,4.0,,,88.0
38,"Franklin, Lance",10,6,2,12,2,,,,2.0,2.0,,4.0,,2.0,,2.0,11.0,,2.0,2.0,2.0,,84.0
15,"Hodge, Luke",12,9,11,23,,2.0,1.0,5.0,8.0,4.0,2.0,1.0,,,,6.0,17.0,,1.0,1.0,,1.0,100.0
18,"Ladson, Rick",10,8,6,16,,1.0,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,13.0,,1.0,1.0,1.0,1.0,74.0
40,"Lewis, Jordan",9,4,9,18,,,,,3.0,2.0,1.0,1.0,1.0,,,3.0,15.0,,,1.0,,1.0,76.0
14,"Miller, Harry",10,6,1,11,,,,4.0,,2.0,1.0,5.0,1.0,3.0,,2.0,10.0,,,,4.0,1.0,53.0
5,"Mitchell, Sam",18,2,9,27,,1.0,,4.0,4.0,5.0,8.0,6.0,1.0,1.0,,13.0,15.0,,,2.0,1.0,,94.0
7,"Osborne, Michael",8,6,3,11,,,,3.0,4.0,,,1.0,2.0,1.0,,4.0,7.0,,,1.0,,,92.0
35,"Roughead, Jarryd",4,3,1,5,,1.0,1.0,,,,,,,,,2.0,3.0,1.0,1.0,,,,86.0
28,"Sewell, Brad",3,,3,6,,,,1.0,,1.0,,,,,,,6.0,,,2.0,,,57.0
11,"Smith, Joel",10,5,6,16,,,,1.0,3.0,4.0,,,,,,4.0,10.0,,,4.0,,1.0,100.0
43,"Taylor, Simon",,,3,3,,,12.0,3.0,1.0,1.0,,3.0,,3.0,,2.0,1.0,,,2.0,,,78.0
33,"Thurgood, Josh",3,3,2,5,,,,1.0,1.0,,,1.0,,1.0,,1.0,3.0,1.0,,1.0,,,76.0
21,"Vandenberg, Richard",6,3,8,14,,1.0,,2.0,,2.0,3.0,1.0,1.0,1.0,,3.0,12.0,,1.0,1.0,,,76.0
6,"Williams, Mark",4,2,1,5,2,,,,,,,,,,,2.0,3.0,,2.0,,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,97,111,292,10,11.0,29.0,39.0,35.0,41.0,27.0,40.0,14.0,21.0,,87.0,205.0,8.0,18.0,29.0,9.0,8.0,
Opposition,Opposition,217,101,147,364,29,14.0,31.0,30.0,33.0,63.0,34.0,40.0,21.0,14.0,6.0,120.0,244.0,10.0,23.0,41.0,28.0,20.0,
