Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",8,3.0,4,12,,1.0,,6.0,1.0,2.0,5.0,1.0,1.0,1.0,,5.0,6,,1.0,,,,57.0
17,"Brown, Callum",5,2.0,8,13,,1.0,,4.0,,1.0,,2.0,1.0,,,5.0,7,,1.0,,,1.0,69.0
46,"Cox, Mason",5,2.0,5,10,,,2.0,,1.0,1.0,1.0,2.0,3.0,,,6.0,3,,,3.0,,1.0,68.0
25,"Crisp, Jack",19,6.0,11,30,,1.0,,1.0,3.0,8.0,2.0,8.0,,3.0,,12.0,17,2.0,,4.0,,,98.0
7,"Daicos, Josh",14,3.0,5,19,1.0,,,2.0,2.0,3.0,3.0,2.0,3.0,1.0,,6.0,15,,1.0,1.0,,,78.0
2,"de Goey, Jordan",6,1.0,3,9,2.0,,,2.0,,1.0,2.0,2.0,,1.0,,6.0,3,1.0,1.0,,,,92.0
19 ↑,"Greenwood, Levi",3,1.0,3,6,,,,2.0,1.0,,,5.0,,3.0,,,6,,,,,,36.0
4,"Grundy, Brodie",9,2.0,11,20,,,42.0,2.0,,2.0,5.0,9.0,3.0,5.0,,14.0,5,,,1.0,,,83.0
32,"Hoskin-Elliott, Will",10,5.0,4,14,2.0,,,2.0,,3.0,,2.0,2.0,1.0,,8.0,6,1.0,,5.0,,,85.0
38,"Howe, Jeremy",15,6.0,5,20,,,,,3.0,1.0,,2.0,2.0,,,3.0,15,1.0,,2.0,,1.0,97.0
44,"Madgen, Jack",15,3.0,10,25,1.0,1.0,,2.0,4.0,5.0,3.0,8.0,1.0,1.0,,8.0,16,,,2.0,,,93.0
37,"Maynard, Brayden",13,4.0,5,18,,,,1.0,5.0,4.0,,8.0,1.0,2.0,,2.0,14,,,3.0,,,87.0
16,"Mayne, Chris",11,9.0,9,20,,,,4.0,1.0,1.0,,4.0,,,,6.0,13,1.0,,1.0,,,87.0
31,"McCreery, Beau",5,2.0,2,7,1.0,,,8.0,,2.0,,3.0,,1.0,,3.0,4,,,1.0,,,61.0
41,"Mihocek, Brody",5,3.0,2,7,1.0,2.0,,2.0,,2.0,,3.0,1.0,2.0,,4.0,3,1.0,2.0,1.0,,,81.0
30,"Moore, Darcy",8,7.0,6,14,,,,,4.0,,,3.0,2.0,3.0,,7.0,8,3.0,,4.0,,,98.0
9,"Noble, John",8,7.0,7,15,,,,3.0,4.0,2.0,2.0,1.0,1.0,,,3.0,12,,,,,,80.0
10,"Pendlebury, Scott",9,2.0,11,20,,,,7.0,,3.0,4.0,3.0,1.0,,,10.0,10,,,2.0,,1.0,86.0
3,"Quaynor, Isaac",8,3.0,6,14,,,,,1.0,1.0,1.0,1.0,1.0,,,6.0,7,1.0,,4.0,,,83.0
23,"Roughead, Jordan",8,4.0,6,14,,,,2.0,3.0,,1.0,2.0,,,,6.0,6,1.0,,4.0,,,95.0
22,"Sidebottom, Steele",21,8.0,9,30,,,,2.0,1.0,6.0,3.0,7.0,1.0,2.0,,10.0,15,,,1.0,,,83.0
36 ↓,"Sier, Brayden",2,,4,6,,,,3.0,,1.0,,,,,,1.0,4,,,,,,28.0
24,"Thomas, Josh",5,,5,10,1.0,,,6.0,,3.0,,2.0,,1.0,,4.0,7,,,,,,76.0
Totals,Totals,212,83.0,141,353,9.0,6.0,44.0,61.0,34.0,52.0,32.0,80.0,24.0,27.0,,135.0,202,12.0,6.0,39.0,,4.0,
Opposition,Opposition,237,107.0,170,407,14.0,6.0,18.0,63.0,41.0,48.0,36.0,70.0,27.0,24.0,6.0,150.0,241,11.0,9.0,61.0,2.0,10.0,
