Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",22y 308d,79 (36-0-43 45.57%),40 (0.51),←,
5,"Broadbent, Matthew",20y 308d,25 (8-0-17 32.00%),7 (0.28),←,
20,"Brogan, Dean",32y 173d,172 (98-1-73 57.27%),50 (0.29),←,
27,"Carlile, Alipate",24y 36d,85 (35-0-50 41.18%),4 (0.05),←,
30,"Chaplin, Troy",25y 102d,112 (49-1-62 44.20%),10 (0.09),←,
18,"Cornes, Kane",28y 151d,215 (116-1-98 54.19%),81 (0.38),←,
17,"Gray, Robbie",23y 67d,57 (24-0-33 42.11%),88 (1.54),←,
8,"Hartlett, Hamish",20y 295d,24 (8-0-16 33.33%),11 (0.46),←,
16,"Jacobs, Ben",19y 147d,4 (1-0-3 25.00%),2 (0.50),←,
44,"Logan, Tom",25y 338d,83 (30-0-53 36.14%),21 (0.25),80 (30-0-50 37.50%),21 (0.26)
26,"Moore, Andrew",20y 6d,11 (7-0-4 63.64%),1 (0.09),←,
4,"Motlop, Daniel",29y 81d,126 (50-1-75 40.08%),206 (1.63),79 (30-0-49 37.97%),153 (1.94)
13,"OShea, Cameron",19y 84d,9 (2-0-7 22.22%),2 (0.22),←,
6,"Pearce, Danyle",25y 59d,123 (53-0-70 43.09%),69 (0.56),←,
36,"Pettigrew, Michael",26y 81d,99 (44-0-55 44.44%),25 (0.25),←,
22,"Phillips, Simon",24y 61d,10 (4-0-6 40.00%),5 (0.50),5 (1-0-4 20.00%),3 (0.60)
29,"Pittard, Jasper",20y 65d,10 (2-0-8 20.00%),2 (0.20),←,
28,"Schulz, Jay",26y 48d,93 (34-2-57 37.63%),102 (1.10),22 (10-0-12 45.45%),44 (2.00)
9,"Surjan, Jacob",25y 294d,104 (50-0-54 48.08%),16 (0.15),←,
21,"Thomas, Matt",24y 98d,59 (20-0-39 33.90%),17 (0.29),←,
12,"Trengove, Jackson",20y 215d,30 (9-0-21 30.00%),4 (0.13),←,
39,"Westhoff, Justin",24y 247d,80 (35-0-45 43.75%),108 (1.35),←,
Totals,Totals,24y 16d,1610 (715-6-889 44.41%),871 (0.54),,
C,"Primus, Matthew",36y 144d,18 (7-0-11 38.89%),,←,
