Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bandy, Daniel",6,6,6,12,,,,,2.0,1.0,,,,,,6.0,6.0,2.0,,,,,
32,"Bell, Peter",15,3,12,27,,,,1.0,1.0,4.0,6.0,3.0,2.0,2.0,,9.0,19.0,1.0,,3.0,,,
7,"Black, Heath",12,5,14,26,,,,5.0,3.0,4.0,,4.0,1.0,,,4.0,22.0,,,,3.0,,
30,"Brown, Leigh",7,5,7,14,1,,1.0,,,4.0,,,1.0,1.0,,10.0,4.0,2.0,,,,,
9,"Carr, Matthew",7,5,,7,2,1.0,,1.0,,,,,,,,2.0,5.0,1.0,3.0,,,,
10,"Cook, Troy",12,4,8,20,,1.0,,2.0,2.0,5.0,2.0,,1.0,1.0,,7.0,12.0,1.0,1.0,1.0,2.0,,
31,"Eastaugh, Simon",5,5,8,13,,,15.0,,,2.0,3.0,,,,,9.0,4.0,2.0,,,,,
2,"Fletcher, Adrian",12,4,10,22,,,,4.0,,2.0,3.0,,1.0,,,6.0,17.0,,,,,,
42,"Haddrill, Robert",,,,,,,,,,,,,,,,,,,,1.0,,,
4,"Hasleby, Paul",12,4,15,27,,3.0,,,,6.0,5.0,1.0,1.0,,,8.0,18.0,,1.0,2.0,,,
5,"Jones, Anthony",7,3,,7,,,,1.0,1.0,,,1.0,2.0,,,3.0,3.0,,,2.0,,,
11,"Kickett, Dale",12,6,9,21,,,,3.0,3.0,1.0,1.0,1.0,,1.0,,6.0,15.0,,,,1.0,,
28,"Koops, Steven",1,,,1,,,1.0,2.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,
20,"Longmuir, Justin",9,7,,9,2,3.0,5.0,,,4.0,2.0,,,3.0,,6.0,3.0,4.0,4.0,,,,
8,"McManus, Shaun",7,3,13,20,,,,4.0,2.0,1.0,3.0,,1.0,,,8.0,12.0,,,3.0,,,
17,"McPhee, Adam",5,5,5,10,,,,6.0,1.0,2.0,,1.0,1.0,,,3.0,7.0,1.0,,1.0,3.0,,
23,"Parker, Shane",4,3,4,8,,,,2.0,1.0,1.0,1.0,,1.0,,,2.0,5.0,,,,,,
29,"Pavlich, Matthew",17,13,4,21,4,2.0,,,1.0,9.0,,1.0,1.0,1.0,1.0,8.0,13.0,4.0,2.0,2.0,1.0,,
27,"Schell, Daniel",5,4,,5,1,3.0,1.0,4.0,,1.0,,1.0,1.0,,,4.0,1.0,3.0,4.0,,,,
13,"Simpson, Dwayne",5,2,2,7,1,,,,,2.0,,1.0,1.0,1.0,,1.0,6.0,,,,1.0,,
19,"Walker, James",6,5,5,11,,1.0,,,1.0,1.0,1.0,1.0,,,,4.0,7.0,,,,2.0,,
34,"Woods, Dion",10,5,9,19,1,,2.0,1.0,1.0,,4.0,2.0,,,,7.0,13.0,,1.0,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,97,131,307,12,15.0,25.0,36.0,19.0,51.0,31.0,17.0,16.0,10.0,1.0,114.0,193.0,21.0,16.0,18.0,13.0,,
Opposition,Opposition,191,95,136,327,21,12.0,33.0,22.0,32.0,44.0,39.0,20.0,10.0,16.0,5.0,120.0,205.0,15.0,14.0,10.0,16.0,,
