Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",25y 351d,131 (55-1-75 42.37%),50 (0.38),100 (52-1-47 52.50%),38 (0.38)
17,"Brown, Callum",21y 132d,34 (19-0-15 55.88%),13 (0.38),←,
25,"Crisp, Jack",25y 339d,133 (68-1-64 51.50%),47 (0.35),115 (61-1-53 53.48%),37 (0.32)
2,"de Goey, Jordan",23y 175d,88 (47-1-40 53.98%),118 (1.34),←,
5,"Elliott, Jamie",27y 16d,104 (62-1-41 60.10%),163 (1.57),←,
19,"Greenwood, Levi",30y 199d,152 (82-2-68 54.61%),56 (0.37),78 (42-1-35 54.49%),30 (0.38)
4,"Grundy, Brodie",25y 144d,131 (72-1-58 55.34%),43 (0.33),←,
32,"Hoskin-Elliott, Will",26y 4d,118 (51-1-66 43.64%),121 (1.03),66 (39-1-26 59.85%),79 (1.20)
38,"Howe, Jeremy",29y 69d,182 (67-1-114 37.09%),89 (0.49),82 (45-1-36 55.49%),9 (0.11)
37,"Maynard, Brayden",22y 351d,96 (49-1-46 51.56%),15 (0.16),←,
16,"Mayne, Chris",30y 308d,216 (123-1-92 57.18%),206 (0.95),44 (28-0-16 63.64%),10 (0.23)
41,"Mihocek, Brody",26y 214d,39 (27-0-12 69.23%),65 (1.67),←,
30,"Moore, Darcy",23y 224d,70 (31-1-38 45.00%),61 (0.87),←,
49,"Noble, John",22y 165d,4 (4-0-0 100.00%),,←,
10,"Pendlebury, Scott",31y 242d,300 (183-2-115 61.33%),178 (0.59),←,
21,"Phillips, Tom",23y 122d,73 (43-1-29 59.59%),39 (0.53),←,
23,"Roughead, Jordan",28y 307d,161 (79-0-82 49.07%),35 (0.22),23 (16-0-7 69.57%),1 (0.04)
22,"Sidebottom, Steele",28y 247d,233 (144-3-86 62.45%),161 (0.69),←,
1,"Stephenson, Jaidyn",20y 234d,39 (27-0-12 69.23%),60 (1.54),←,
24,"Thomas, Josh",27y 340d,88 (57-1-30 65.34%),83 (0.94),←,
7,"Treloar, Adam",26y 181d,162 (65-1-96 40.43%),96 (0.59),83 (45-1-37 54.82%),48 (0.58)
33,"Wills, Rupert",26y 109d,14 (11-0-3 78.57%),1 (0.07),←,
Totals,Totals,26y 54d,2568 (1366-20-1182 53.19%),1700 (0.66),,
C,"Buckley, Nathan",47y 42d,185 (103-1-81 55.95%),,←,
