Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartram, Clint",3,1,6,9,,,,,1.0,,1.0,1.0,,1.0,,5.0,4.0,,,2.0,,,69.0
6,"Bate, Matthew",11,6,6,17,,2.0,,2.0,,6.0,1.0,6.0,1.0,1.0,,3.0,15.0,1.0,,1.0,,2.0,87.0
21,"Bell, Daniel",5,1,6,11,,,,4.0,1.0,,,1.0,2.0,,,3.0,7.0,,,4.0,,,80.0
32,"Bruce, Cameron",15,9,16,31,,2.0,,6.0,2.0,4.0,3.0,1.0,1.0,,,11.0,21.0,1.0,1.0,2.0,,,94.0
41,"Carroll, Nathan",3,3,3,6,,,,3.0,1.0,,,1.0,,1.0,,1.0,5.0,1.0,,5.0,,,92.0
36,"Davey, Aaron",14,5,5,19,3,,,5.0,,6.0,2.0,4.0,2.0,1.0,,7.0,12.0,1.0,1.0,1.0,7.0,1.0,81.0
8,"Frawley, James",3,,3,6,,,,1.0,1.0,,,2.0,1.0,1.0,,3.0,3.0,,,2.0,,,86.0
20,"Garland, Colin",4,3,5,9,,,,,3.0,,1.0,4.0,1.0,2.0,,4.0,6.0,,,2.0,,,93.0
18,"Green, Brad",7,5,12,19,2,1.0,,5.0,,1.0,3.0,1.0,,1.0,,8.0,11.0,,3.0,1.0,1.0,2.0,93.0
40,"Jamar, Mark",1,,8,9,,,20.0,3.0,,1.0,3.0,2.0,2.0,2.0,,8.0,1.0,,,2.0,,1.0,69.0
2,"Jones, Nathan",2,1,2,4,,,,1.0,,,1.0,4.0,2.0,4.0,,3.0,1.0,,,1.0,,,79.0
23,"McDonald, James",11,5,11,22,,1.0,,6.0,,3.0,5.0,6.0,1.0,3.0,,10.0,12.0,,,3.0,,,85.0
5,"McLean, Brock",17,3,11,28,,,,7.0,4.0,6.0,4.0,3.0,1.0,2.0,3.0,8.0,20.0,,,2.0,,,84.0
7,"Miller, Brad",14,10,4,18,3,,,2.0,,6.0,,,2.0,,,8.0,10.0,3.0,4.0,2.0,,1.0,91.0
22,"Moloney, Brent",14,10,4,18,1,,,1.0,2.0,5.0,5.0,2.0,,,,4.0,13.0,,,,2.0,,66.0
10,"Morton, Cale",8,5,3,11,,,,1.0,,1.0,1.0,,,,,1.0,10.0,,2.0,1.0,,1.0,65.0
27,"Rivers, Jared",3,2,1,4,,,,1.0,1.0,,,,,,,1.0,2.0,,,7.0,,,82.0
24,"Robertson, Russell",14,6,4,18,4,3.0,1.0,1.0,,5.0,,4.0,2.0,1.0,,8.0,10.0,1.0,4.0,,,3.0,93.0
37,"Warnock, Matthew",4,1,4,8,,,,3.0,,,1.0,1.0,1.0,1.0,,5.0,3.0,1.0,,5.0,,,82.0
31,"Wheatley, Paul",15,6,7,22,,1.0,,2.0,7.0,1.0,1.0,,2.0,,,3.0,17.0,,,2.0,1.0,1.0,67.0
34,"White, Jeff",11,10,10,21,,,10.0,5.0,3.0,1.0,2.0,,,,1.0,3.0,18.0,,,3.0,2.0,,69.0
39,"Wonaeamirri, Austin",10,8,5,15,4,1.0,,2.0,,3.0,,1.0,,,,5.0,9.0,,4.0,,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,100,136,325,17,17.0,31.0,61.0,26.0,49.0,34.0,44.0,21.0,21.0,4.0,112.0,210.0,9.0,19.0,48.0,13.0,12.0,
Opposition,Opposition,180,87,111,291,15,23.0,36.0,56.0,29.0,53.0,30.0,36.0,21.0,20.0,2.0,105.0,182.0,10.0,14.0,39.0,19.0,8.0,
