Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",24y 289d,41 (22-0-19 53.66%),1 (0.02),←,
22,"Blakey, Nick",19y 114d,12 (5-0-7 41.67%),11 (0.92),←,
4,"Clarke, Ryan",22y 4d,49 (20-0-29 40.82%),8 (0.16),9 (3-0-6 33.33%),
34,"Dawson, Jordan",22y 73d,17 (7-0-10 41.18%),12 (0.71),←,
13,"Florent, Oliver",20y 334d,45 (23-0-22 51.11%),19 (0.42),←,
23,"Franklin, Lance",32y 142d,299 (188-1-110 63.04%),940 (3.14),117 (79-0-38 67.52%),360 (3.08)
9,"Hayward, Will",20y 238d,49 (28-0-21 57.14%),61 (1.24),←,
5,"Heeney, Isaac",23y 47d,93 (61-0-32 65.59%),93 (1.00),←,
29,"Hewett, George",23y 174d,84 (53-0-31 63.10%),31 (0.37),←,
10,"Jones, Zak",24y 98d,83 (48-0-35 57.83%),21 (0.25),←,
12,"Kennedy, Josh",31y 1d,237 (149-2-86 63.29%),144 (0.61),224 (144-2-78 64.73%),140 (0.63)
44,"Lloyd, Jake",25y 274d,128 (85-0-43 66.41%),28 (0.22),←,
43,"Melican, Lewis",22y 229d,30 (19-0-11 63.33%),1 (0.03),←,
2,"Menzel, Daniel",27y 281d,76 (57-0-19 75.00%),138 (1.82),3 (2-0-1 66.67%),2 (0.67)
14,"Mills, Callum",22y 80d,68 (41-0-27 60.29%),3 (0.04),←,
38,"ORiordan, Colin",23y 252d,10 (5-0-5 50.00%),1 (0.10),←,
11,"Papley, Tom",22y 343d,73 (47-0-26 64.38%),106 (1.45),←,
26,"Parker, Luke",26y 239d,186 (121-1-64 65.32%),148 (0.80),←,
24,"Rampe, Dane",29y 19d,151 (100-1-50 66.56%),6 (0.04),←,
20,"Reid, Sam",27y 176d,134 (89-2-43 67.16%),143 (1.07),←,
1,"Rose, James",23y 66d,11 (6-0-5 54.55%),6 (0.55),←,
18,"Sinclair, Callum",29y 271d,100 (65-1-34 65.50%),59 (0.59),71 (43-0-28 60.56%),41 (0.58)
Totals,Totals,24y 286d,1976 (1239-8-729 62.70%),1980 (1.00),,
C,"Longmire, John",48y 172d,209 (136-2-71 65.55%),,←,
