Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 136d,99 (48-2-49 49.49%),58 (0.59),←,
18,"Cameron, Leon",20y 248d,48 (24-1-23 51.04%),22 (0.46),←,
6,"Campbell, Tony",25y 268d,101 (56-0-45 55.45%),63 (0.62),26 (17-0-9 65.38%),2 (0.08)
31,"Darcy, Anthony",21y 47d,3 (0-0-3 0.00%),1 (0.33),2 (0-0-2 0.00%),1 (0.50)
26,"Del-Re, Danny",25y 85d,51 (29-1-21 57.84%),123 (2.41),←,
29,"Grant, Chris",20y 146d,62 (34-1-27 55.65%),126 (2.03),←,
7,"Hawkins, Doug",33y 3d,294 (124-4-166 42.86%),206 (0.70),←,
10,"Hunter, Mark",27y 247d,80 (37-2-41 47.50%),2 (0.03),←,
4,"Kellett, Nigel",23y 141d,43 (23-0-20 53.49%),17 (0.40),←,
21,"Kolyniuk, Steven",22y 307d,69 (35-1-33 51.45%),88 (1.28),←,
39,"Liberatore, Tony",27y 86d,90 (51-1-38 57.22%),54 (0.60),←,
27,"Macpherson, Stephen",28y 157d,168 (83-3-82 50.30%),149 (0.89),←,
25,"Mansfield, Matthew",23y 318d,30 (19-0-11 63.33%),5 (0.17),←,
22,"Quill, Peter",23y 258d,3 (1-0-2 33.33%),1 (0.33),←,
2,"Reynolds, Keenan",24y 121d,48 (27-0-21 56.25%),12 (0.25),←,
34,"Sexton, Ben",20y 191d,15 (8-1-6 56.67%),13 (0.87),←,
17,"Standfield, Barry",23y 84d,38 (22-0-16 57.89%),14 (0.37),←,
8,"Toohey, Bernard",30y 79d,251 (129-1-121 51.59%),113 (0.45),28 (19-0-9 67.86%),2 (0.07)
14,"West, Scott",18y 175d,6 (3-0-3 50.00%),9 (1.50),←,
15,"Wynd, Scott",23y 103d,85 (43-1-41 51.18%),11 (0.13),←,
Totals,Totals,24y 142d,1584 (796-19-769 50.25%),1087 (0.69),,
C,"Wheeler, Terry",38y 56d,75 (41-1-33 55.33%),,←,
