St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Burke, Nathan",15,1,5,20,,,,1.0,,,,,1.0,,,,,,,,,,
15,"Coghlan, Frank",2,2,1,3,2,,,,,,,,,1.0,,,,,,,,,
14,"Craven, Danny",15,1,4,19,,,,4.0,,,,,1.0,6.0,,,,,,,,,
2,"Frawley, Danny",7,4,6,13,,,,,,,,,1.0,,,,,,,,,,
6,"Grant, David",14,6,5,19,,,,2.0,,,,,1.0,3.0,,,,,,,,,
10,"Harding, Paul",7,5,7,14,,1.0,6.0,1.0,,,,,,1.0,,,,,,,,,
35,"Harvey, Robert",12,1,12,24,2,,,,,,,,1.0,1.0,3.0,,,,,,,,
58,"Hilton, Jeff",8,1,8,16,2,1.0,,2.0,,,,,1.0,,,,,,,,,,
24,"Jeffrey, Russell",8,4,4,12,,,3.0,1.0,,,,,1.0,2.0,,,,,,,,,
9,"Kitschke, Damian",5,1,3,8,,2.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
4,"Lockett, Tony",9,7,3,12,8,,,,,,,,1.0,4.0,,,,,,,,,
23,"Loewe, Stewart",11,6,8,19,1,,3.0,,,,,,3.0,1.0,,,,,,,,,
5,"McAdam, Gilbert",17,3,3,20,2,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,
12,"Morris, Russell",10,6,5,15,,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
1,"Newport, Stephen",17,3,3,20,,1.0,,3.0,,,,,1.0,4.0,,,,,,,,,
41,"Pekin, Tim",5,3,7,12,,,,3.0,,,,,1.0,,,,,,,,,,
13,"Ralphsmith, Sean",6,3,2,8,,,,2.0,,,,,,1.0,,,,,,,,,
37,"Rice, Dean",7,3,5,12,,,,2.0,,,,,,1.0,,,,,,,,,
28,"Smith, Rohan",,,1,1,,,,,,,,,,,,,,,,,,,
7,"Winmar, Nicky",12,4,5,17,,,,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,64,97,284,17,9.0,16.0,26.0,,,,,19.0,28.0,4.0,,,,,,,,
Opposition,Opposition,195,58,85,280,15,8.0,42.0,16.0,,,,,28.0,19.0,2.0,,,,,,,,
