Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
6,"Caldwell, Jye",23y 190d,59 (22-0-37 37.29%),19 (0.32),48 (19-0-29 39.58%),18 (0.38)
13,"Cox, Nik",22y 81d,37 (14-0-23 37.84%),11 (0.30),←,
2,"Draper, Sam",25y 190d,60 (22-0-38 36.67%),26 (0.43),←,
28,"Duursma, Xavier",23y 273d,77 (49-0-28 63.64%),34 (0.44),4 (2-0-2 50.00%),1 (0.25)
17,"Goldstein, Todd",35y 279d,319 (132-2-185 41.69%),158 (0.50),4 (2-0-2 50.00%),1 (0.25)
11,"Gresham, Jade",26y 225d,140 (66-1-73 47.50%),143 (1.02),4 (2-0-2 50.00%),7 (1.75)
21,"Heppell, Dyson",31y 327d,239 (112-2-125 47.28%),67 (0.28),←,
19,"Hind, Nick",29y 230d,83 (35-0-48 42.17%),26 (0.31),62 (26-0-36 41.94%),9 (0.15)
8,"Hobbs, Ben",20y 202d,38 (14-0-24 36.84%),14 (0.37),←,
23,"Jones, Harry",23y 40d,34 (18-0-16 52.94%),38 (1.12),←,
29,"Kelly, Jake",29y 75d,151 (65-1-85 43.38%),3 (0.02),41 (15-0-26 36.59%),2 (0.05)
4,"Langford, Kyle",27y 126d,134 (56-1-77 42.16%),136 (1.01),←,
15,"Laverde, Jayden",27y 359d,113 (49-0-64 43.36%),38 (0.34),←,
37,"Martin, Nic",23y 2d,48 (20-0-28 41.67%),36 (0.75),←,
1,"McGrath, Andrew",25y 308d,138 (65-1-72 47.46%),20 (0.14),←,
32,"McKay, Ben",26y 103d,75 (10-1-64 14.00%),1 (0.01),4 (2-0-2 50.00%),
47,"Menzie, Jye",21y 160d,27 (14-0-13 51.85%),25 (0.93),←,
7,"Merrett, Zach",28y 185d,210 (90-2-118 43.33%),66 (0.31),←,
3,"Parish, Darcy",26y 255d,152 (60-1-91 39.80%),53 (0.35),←,
16,"Perkins, Archie",22y 10d,66 (28-0-38 42.42%),46 (0.70),←,
27,"Redman, Mason",26y 223d,106 (48-1-57 45.75%),18 (0.17),←,
12,"Setterfield, Will",26y 60d,70 (27-0-43 38.57%),14 (0.20),13 (5-0-8 38.46%),2 (0.15)
25,"Stringer, Jake",29y 346d,193 (95-0-98 49.22%),336 (1.74),104 (47-0-57 45.19%),176 (1.69)
Totals,Totals,26y 89d,2569 (1111-13-1445 43.25%),1328 (0.52),,
C,"Scott, Brad",47y 338d,238 (119-0-119 50.00%),,27 (13-0-14 48.15%),
