Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 157d,102 (50-2-50 50.00%),59 (0.58),←,
6,"Campbell, Tony",25y 289d,104 (58-0-46 55.77%),63 (0.61),29 (19-0-10 65.52%),2 (0.07)
31,"Darcy, Anthony",21y 68d,6 (2-0-4 33.33%),1 (0.17),5 (2-0-3 40.00%),1 (0.20)
26,"Del-Re, Danny",25y 106d,54 (31-1-22 58.33%),131 (2.43),←,
32,"Foster, Peter",32y 361d,165 (88-3-74 54.24%),58 (0.35),158 (85-3-70 54.75%),56 (0.35)
41,"Frost, Michael",22y 151d,10 (6-0-4 60.00%),2 (0.20),←,
29,"Grant, Chris",20y 167d,65 (36-1-28 56.15%),131 (2.02),←,
7,"Hawkins, Doug",33y 24d,297 (126-4-167 43.10%),207 (0.70),←,
10,"Hunter, Mark",27y 268d,83 (39-2-42 48.19%),2 (0.02),←,
4,"Kellett, Nigel",23y 162d,46 (25-0-21 54.35%),21 (0.46),←,
21,"Kolyniuk, Steven",22y 328d,70 (35-1-34 50.71%),88 (1.26),←,
35,"Kretiuk, Steven",20y 329d,16 (11-0-5 68.75%),3 (0.19),←,
39,"Liberatore, Tony",27y 107d,93 (53-1-39 57.53%),56 (0.60),←,
27,"Macpherson, Stephen",28y 178d,171 (85-3-83 50.58%),149 (0.87),←,
2,"Reynolds, Keenan",24y 142d,51 (29-0-22 56.86%),20 (0.39),←,
33,"Royal, Brian",31y 168d,192 (102-2-88 53.65%),286 (1.49),←,
17,"Standfield, Barry",23y 105d,41 (24-0-17 58.54%),17 (0.41),←,
8,"Toohey, Bernard",30y 100d,254 (131-1-122 51.77%),113 (0.44),31 (21-0-10 67.74%),2 (0.06)
14,"West, Scott",18y 196d,9 (5-0-4 55.56%),10 (1.11),←,
15,"Wynd, Scott",23y 124d,87 (44-1-42 51.15%),11 (0.13),←,
Totals,Totals,25y 140d,1916 (980-22-914 51.15%),1428 (0.75),,
C,"Wheeler, Terry",38y 77d,78 (43-1-34 55.77%),,←,
