Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",26y 115d,47 (30-0-17 63.83%),159 (3.38),43 (29-0-14 67.44%),152 (3.53)
24,"Beveridge, Luke",20y 254d,21 (14-0-7 66.67%),20 (0.95),←,
32,"Clark, Steven",29y 354d,63 (40-1-22 64.29%),80 (1.27),10 (8-0-2 80.00%),7 (0.70)
48,"Cuthbertson, Darren",21y 27d,6 (5-0-1 83.33%),23 (3.83),←,
23,"Dyson, Kevin",24y,5 (4-0-1 80.00%),3 (0.60),←,
21,"Febey, Steven",21y 258d,62 (40-0-22 64.52%),11 (0.18),←,
43,"Ford, Andrew",20y 230d,2 (2-0-0 100.00%),1 (0.50),←,
14,"Grinter, Rod",25y 343d,95 (54-0-41 56.84%),33 (0.35),←,
45,"Jackson, Ricky",23y 319d,74 (48-0-26 64.86%),119 (1.61),←,
31,"Keogh, Rod",20y 40d,7 (5-0-2 71.43%),5 (0.71),←,
17,"Lovett, Brett",24y 349d,105 (67-0-38 63.81%),11 (0.10),←,
3,"Lyon, Garry",23y 233d,101 (64-0-37 63.37%),130 (1.29),←,
1,"ODwyer, Steven",25y 105d,78 (48-0-30 61.54%),41 (0.53),←,
7,"Owen, Rod",24y 93d,67 (20-0-47 29.85%),119 (1.78),7 (5-0-2 71.43%),16 (2.29)
41,"Rohde, Peter",26y 166d,83 (58-0-25 69.88%),10 (0.12),37 (24-0-13 64.86%),4 (0.11)
5,"Spalding, Earl",26y 54d,94 (62-0-32 65.96%),54 (0.57),←,
18,"Stretch, Steven",27y 119d,119 (71-0-48 59.66%),38 (0.32),←,
11,"Stynes, Jim",25y 11d,94 (62-0-32 65.96%),73 (0.78),←,
12,"Viney, Todd",25y 35d,59 (35-0-24 59.32%),31 (0.53),←,
27,"Wight, Sean",27y 50d,84 (47-0-37 55.95%),55 (0.65),←,
Totals,Totals,24y 176d,1266 (776-1-489 61.30%),1016 (0.80),,
C,"Northey, John",47y 309d,150 (80-0-70 53.33%),,128 (74-0-54 57.81%),
