Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bower, Nathan",9,4,6,15,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Breman, Todd",9,2,11,20,,,,,,,,,,,,,,,,,,,
9,"Campbell, Wayne",25,4,16,41,4,,,1.0,,,,,2.0,2.0,3.0,,,,,,,,
18,"Edwards, Stuart",3,1,7,10,1,,,,,,,,1.0,1.0,,,,,,,,,
13,"Francis, Matthew",8,2,4,12,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Gale, Brendon",9,7,13,22,,,,,,,,,1.0,2.0,,,,,,,,,
34,"Hogg, Jeff",8,5,3,11,5,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
42,"Honybun, David",9,2,2,11,1,,8.0,,,,,,,4.0,,,,,,,,,
16,"Jackson, Stevan",18,4,5,23,,,,2.0,,,,,1.0,2.0,,,,,,,,,
2,"Keays, Terry",4,,3,7,,,,1.0,,,,,2.0,,,,,,,,,,
33,"Knights, Matthew",14,4,11,25,2,2.0,,1.0,,,,,,,,,,,,,,,
4,"Lambert, Craig",12,3,11,23,1,,,1.0,,,,,2.0,,,,,,,,,,
5,"Lennon, Bruce",7,3,5,12,,,,4.0,,,,,1.0,4.0,,,,,,,,,
27,"Maxfield, Stuart",6,1,2,8,,,,4.0,,,,,,2.0,,,,,,,,,
28,"McQueen, Mark",4,,2,6,,,,,,,,,2.0,1.0,,,,,,,,,
6,"Naish, Chris",14,1,10,24,2,1.0,,,,,,,2.0,,,,,,,,,,
21,"Powell, Tim",8,2,8,16,,,,1.0,,,,,1.0,3.0,,,,,,,,,
41,"Turner, Scott",12,4,3,15,2,1.0,2.0,2.0,,,,,2.0,3.0,,,,,,,,,
3,"Weightman, Dale",6,,7,13,1,1.0,,2.0,,,,,6.0,,,,,,,,,,
20,"Young, Barry",1,,,1,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,49,129,315,19,9.0,10.0,23.0,,,,,25.0,27.0,3.0,,,,,,,,
Opposition,Opposition,179,63,93,272,17,18.0,16.0,18.0,,,,,27.0,25.0,3.0,,,,,,,,
