West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
36,"Hart, David",27y 77d,82 (47-1-34 57.93%),67 (0.82),←,
1,"Heady, Brett",21y 135d,28 (20-1-7 73.21%),38 (1.36),←,
22,"Hynes, David",24y 49d,8 (8-0-0 100.00%),4 (0.50),←,
34,"Irving, Dean",24y 260d,24 (18-1-5 77.08%),4 (0.17),←,
27,"Jackson, Stevan",21y 71d,32 (18-0-14 56.25%),58 (1.81),←,
2,"Kemp, Dean",22y 91d,28 (20-1-7 73.21%),7 (0.25),←,
28,"Lewis, Chris",22y 63d,77 (43-1-33 56.49%),97 (1.26),←,
45,"Lockyer, Andrew",25y 316d,64 (35-0-29 54.69%),35 (0.55),←,
3,"Mainwaring, Chris",25y 143d,88 (50-1-37 57.39%),37 (0.42),←,
30,"Matera, Peter",22y 46d,13 (11-0-2 84.62%),13 (1.00),←,
17,"McKenna, Guy",22y 8d,72 (42-1-29 59.03%),5 (0.07),←,
20,"Peos, Paul",23y 111d,36 (15-1-20 43.06%),10 (0.28),←,
10,"Pyke, Don",22y 165d,27 (12-0-15 44.44%),17 (0.63),←,
4,"Sumich, Peter",23y 128d,50 (28-1-21 57.00%),177 (3.54),←,
7,"Turley, Craig",25y 268d,40 (23-1-16 58.75%),28 (0.70),←,
50,"Turnbull, Ryan",19y 238d,3 (3-0-0 100.00%),1 (0.33),←,
35,"Ugle, Troy",23y 31d,33 (21-0-12 63.64%),30 (0.91),←,
39,"Waterman, Chris",22y 242d,31 (17-1-13 56.45%),27 (0.87),←,
47,"White, Mitchell",18y 52d,2 (2-0-0 100.00%),,←,
9,"Wilson, Peter",27y 185d,79 (37-0-42 46.84%),61 (0.77),25 (20-0-5 80.00%),22 (0.88)
Totals,Totals,23y 79d,817 (470-11-336 57.53%),716 (0.88),,
C,"Malthouse, Mick",37y 275d,169 (92-3-74 55.33%),,34 (25-1-8 75.00%),
