Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",7,1,8,15,,,,3.0,,,,,1.0,1.0,,,,,,,,,
25,"Bews, Andrew",11,3,14,25,,,,3.0,,,,,3.0,1.0,,,,,,,,,
1,"Champion, Richard",15,9,3,18,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Clarke, Matthew",2,2,2,4,,1.0,5.0,,,,,,,1.0,,,,,,,,,
12,"Clarke, Troy",2,,5,7,,,,1.0,,,,,,,,,,,,,,,
20,"Craven, Danny",3,1,3,6,,,,1.0,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",16,6,7,23,,,,1.0,,,,,,1.0,,,,,,,,,
29,"Francis, Fabian",8,3,7,15,,,,3.0,,,,,,1.0,,,,,,,,,
41,"Kennedy, Matthew",9,3,3,12,,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,
18,"Lambert, Craig",12,3,13,25,,,,2.0,,,,,4.0,2.0,,,,,,,,,
44,"Lappin, Nigel",11,2,3,14,1,,,1.0,,,,,,,,,,,,,,,
15,"Lehmann, Troy",6,2,3,9,,,,1.0,,,,,1.0,,,,,,,,,,
17,"Leslie, Martin",5,2,10,15,,,,2.0,,,,,2.0,2.0,,,,,,,,,
11,"Lynch, Alastair",6,1,,6,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
7,"McIvor, Scott",6,,5,11,,,,3.0,,,,,1.0,3.0,,,,,,,,,
19,"McLean, Michael",6,,6,12,,1.0,,1.0,,,,,,,,,,,,,,,
24,"Merrett, Roger",2,2,1,3,1,,1.0,3.0,,,,,1.0,2.0,,,,,,,,,
8,"Peos, Paul",16,6,11,27,,,,1.0,,,,,4.0,2.0,,,,,,,,,
22,"Scott, Chris",11,3,3,14,,,,4.0,,,,,1.0,,,,,,,,,,
9,"Starcevich, Craig",7,5,8,15,,,,,,,,,1.0,1.0,,,,,,,,,
33,"White, Darryl",4,5,5,9,,,1.0,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,165,59,120,285,4,6.0,8.0,35.0,,,,,22.0,20.0,,,,,,,,,
Opposition,Opposition,230,90,147,377,17,15.0,25.0,32.0,,,,,20.0,22.0,6.0,,,,,,,,
