Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
23,"Athorn, Mark",23y 151d,40 (14-1-25 36.25%),4 (0.10),2 (0-0-2 0.00%),
30,"Bayes, Mark",24y 23d,115 (59-0-56 51.30%),84 (0.73),←,
39,"Capper, Warwick",27y 299d,113 (50-0-63 44.25%),358 (3.17),79 (40-0-39 50.63%),287 (3.63)
7,"Carroll, Dennis",30y 151d,185 (88-0-97 47.57%),90 (0.49),←,
29,"Cordy, Neil",31y 364d,207 (82-0-125 39.61%),32 (0.15),68 (31-0-37 45.59%),4 (0.06)
6,"Eustice, Mark",28y 52d,134 (58-0-76 43.28%),54 (0.40),43 (17-0-26 39.53%),9 (0.21)
9,"Henwood, Wayne",28y 174d,72 (31-0-41 43.06%),45 (0.63),←,
47,"Higgins, Leon",22y 284d,55 (21-0-34 38.18%),47 (0.85),←,
19,"John, Gareth",19y 80d,9 (0-0-9 0.00%),,←,
3,"Lewis, Dale",21y 338d,4 (0-0-4 0.00%),4 (1.00),←,
32,"Love, Jason",25y 125d,46 (20-2-24 45.65%),71 (1.54),1 (0-0-1 0.00%),2 (2.00)
45,"McKenzie, Warren",26y 250d,69 (41-1-27 60.14%),44 (0.64),2 (0-0-2 0.00%),1 (0.50)
10,"Mitchell, Barry",25y 121d,128 (60-0-68 46.88%),170 (1.33),←,
35,"Murphy, David",28y 227d,115 (52-0-63 45.22%),72 (0.63),←,
40,"Nettelbeck, Craig",18y 316d,7 (2-0-5 28.57%),,←,
8,"Stanislaus, Brian",19y 251d,1 (0-0-1 0.00%),,←,
15,"Toohey, Bernard",28y 48d,204 (103-0-101 50.49%),100 (0.49),110 (56-0-54 50.91%),65 (0.59)
20,"West, Jim",24y 360d,24 (5-0-19 20.83%),35 (1.46),←,
2,"Williams, Greg",27y 189d,128 (71-0-57 55.47%),116 (0.91),94 (53-0-41 56.38%),106 (1.13)
26,"Wright, Stephen",30y 32d,222 (100-0-122 45.05%),236 (1.06),←,
Totals,Totals,25y 247d,1878 (857-4-1017 45.63%),1562 (0.83),,
C,"Kinnear, Col",43y 179d,46 (16-0-30 34.78%),,←,
