Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 53d,240 (147-0-93 61.25%),131 (0.55),←,
16,"Brown, Leigh",22y 83d,93 (34-1-58 37.10%),38 (0.41),30 (15-1-14 51.67%),18 (0.60)
2,"Colbert, Leigh",28y 344d,178 (101-2-75 57.30%),63 (0.35),73 (39-1-33 54.11%),13 (0.18)
6,"Grant, Shannon",27y 27d,200 (116-2-82 58.50%),220 (1.10),142 (84-1-57 59.51%),182 (1.28)
31,"Hale, David",19y 360d,8 (2-0-6 25.00%),4 (0.50),←,
39,"Harding, Leigh",23y 20d,45 (23-1-21 52.22%),68 (1.51),←,
4,"Harris, Daniel",22y 6d,33 (17-1-15 53.03%),11 (0.33),←,
29,"Harvey, Brent",26y 2d,158 (95-1-62 60.44%),192 (1.22),←,
21,"Jones, Corey",23y 80d,46 (21-0-25 45.65%),48 (1.04),←,
34,"King, David",32y 70d,227 (139-1-87 61.45%),140 (0.62),←,
35,"Makepeace, Troy",25y 71d,91 (47-1-43 52.20%),23 (0.25),←,
19,"Motlop, Daniel",22y 61d,30 (11-1-18 38.33%),35 (1.17),←,
20,"Petrie, Drew",21y 214d,49 (23-1-25 47.96%),48 (0.98),←,
17,"Porter, Mark",27y 218d,101 (52-1-48 51.98%),20 (0.20),46 (24-1-21 53.26%),7 (0.15)
3,"Rawlings, Brady",22y 341d,78 (45-0-33 57.69%),32 (0.41),←,
26,"Rocca, Saverio",30y 178d,214 (99-3-112 46.96%),639 (2.99),58 (29-1-28 50.86%),125 (2.16)
7,"Simpson, Adam",28y 90d,188 (117-1-70 62.50%),64 (0.34),←,
9,"Sinclair, Jess",25y 264d,108 (38-1-69 35.65%),55 (0.51),58 (25-1-32 43.97%),29 (0.50)
10,"Stevens, Anthony",32y 319d,278 (167-1-110 60.25%),125 (0.45),←,
12,"Stevens, Michael",23y 191d,29 (14-0-15 48.28%),4 (0.14),12 (6-0-6 50.00%),1 (0.08)
36,"Watt, Shannon",23y 172d,55 (28-1-26 51.82%),4 (0.07),←,
8,"Wells, Daniel",19y 103d,26 (14-1-11 55.77%),15 (0.58),←,
Totals,Totals,25y 148d,2475 (1350-21-1104 54.55%),1979 (0.80),,
C,"Laidley, Dani",37y 50d,30 (15-1-14 51.67%),,←,
