St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 332d,95 (47-0-48 49.47%),27 (0.28),←,
15,"Billings, Jack",27y 346d,155 (62-1-92 40.32%),108 (0.70),←,
16,"Butler, Dan",27y 57d,124 (71-0-53 57.26%),147 (1.19),79 (40-0-39 50.63%),94 (1.19)
13,"Byrnes, Ryan",22y 88d,46 (26-0-20 56.52%),11 (0.24),←,
47,"Caminiti, Anthony",19y 233d,16 (9-0-7 56.25%),19 (1.19),←,
11,"Clark, Hunter",24y 126d,82 (36-1-45 44.51%),12 (0.15),←,
21,"Cordy, Zaine",26y 276d,127 (69-0-58 54.33%),19 (0.15),9 (6-0-3 66.67%),7 (0.78)
5,"Crouch, Brad",29y 197d,155 (79-0-76 50.97%),54 (0.35),60 (31-0-29 51.67%),20 (0.33)
4,"Gresham, Jade",25y 340d,131 (62-1-68 47.71%),132 (1.01),←,
22,"Higgins, Jack",24y 133d,97 (58-1-38 60.31%),117 (1.21),54 (28-0-26 51.85%),88 (1.63)
3,"Jones, Zak",28y 137d,136 (70-0-66 51.47%),34 (0.25),46 (21-0-25 45.65%),11 (0.24)
19,"Marshall, Rowan",27y 248d,105 (50-0-55 47.62%),49 (0.47),←,
10,"Owens, Mitch",19y 309d,25 (13-0-12 52.00%),26 (1.04),←,
25,"Phillipou, Mattaes",18y 215d,19 (11-0-8 57.89%),9 (0.47),←,
43,"Sharman, Cooper",23y 5d,26 (13-0-13 50.00%),23 (0.88),←,
35,"Sinclair, Jack",28y 168d,160 (71-1-88 44.69%),53 (0.33),←,
9,"Steele, Jack",27y 229d,153 (68-1-84 44.77%),58 (0.38),136 (60-1-75 44.49%),49 (0.36)
14,"Stocker, Liam",23y 188d,46 (18-0-28 39.13%),2 (0.04),18 (10-0-8 55.56%),
7,"Wanganeen-Milera, Nasiah",20y 158d,36 (19-0-17 52.78%),4 (0.11),←,
29,"Webster, Jimmy",30y 32d,145 (58-1-86 40.34%),4 (0.03),←,
44,"Wilkie, Callum",27y 142d,104 (52-0-52 50.00%),1 (0.01),←,
17,"Windhager, Marcus",20y 75d,32 (17-0-15 53.13%),6 (0.19),←,
32,"Wood, Mason",29y 320d,112 (58-0-54 51.79%),110 (0.98),47 (28-0-19 59.57%),34 (0.72)
Totals,Totals,25y 46d,2127 (1037-7-1083 48.75%),1025 (0.48),,
C,"Lyon, Ross",56y 264d,324 (183-5-136 57.25%),,140 (87-4-49 63.57%),
