Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",27y 137d,145 (64-1-80 44.48%),30 (0.21),63 (31-1-31 50.00%),7 (0.11)
24,"Amiss, Jye",19y 237d,4 (2-0-2 50.00%),4 (1.00),←,
41,"Banfield, Bailey",25y 27d,63 (29-1-33 46.83%),32 (0.51),←,
8,"Brayshaw, Andrew",23y 137d,102 (46-1-55 45.59%),32 (0.31),←,
17,"Brodie, Will",24y 214d,51 (19-1-31 38.24%),10 (0.20),26 (16-1-9 63.46%),7 (0.27)
27,"Chapman, Heath",21y 53d,25 (14-1-10 58.00%),1 (0.04),←,
6,"Clark, Jordan",22y 160d,58 (37-1-20 64.66%),18 (0.31),26 (16-1-9 63.46%),3 (0.12)
36,"Cox, Brennan",24y 224d,84 (37-1-46 44.64%),29 (0.35),←,
4,"Darcy, Sean",24y 286d,85 (37-1-47 44.12%),34 (0.40),←,
32,"Frederick, Michael",22y 312d,41 (23-1-17 57.32%),39 (0.95),←,
23,"Henry, Liam",21y 209d,29 (11-1-17 39.66%),12 (0.41),←,
15,"Hughes, Ethan",28y 108d,83 (33-0-50 39.76%),4 (0.05),←,
9,"Jackson, Luke",21y 177d,54 (37-1-16 69.44%),30 (0.56),2 (0-0-2 0.00%),
2,"OMeara, Jaeger",29y 30d,145 (63-2-80 44.14%),72 (0.50),2 (0-0-2 0.00%),2 (1.00)
25,"Pearce, Alex",27y 289d,86 (40-1-45 47.09%),4 (0.05),←,
13,"Ryan, Luke",27y 47d,111 (51-1-59 46.40%),3 (0.03),←,
5,"Schultz, Lachie",25y 115d,69 (33-1-35 48.55%),71 (1.03),←,
3,"Serong, Caleb",22y 44d,60 (31-1-28 52.50%),15 (0.25),←,
39,"Switkowski, Sam",26y 125d,48 (24-0-24 50.00%),29 (0.60),←,
20,"Taberner, Matthew",29y 281d,118 (56-1-61 47.88%),165 (1.40),←,
10,"Walters, Michael",32y 77d,203 (102-2-99 50.74%),317 (1.56),←,
14,"Wilson, Nathan",30y 77d,153 (72-2-79 47.71%),18 (0.12),76 (32-0-44 42.11%),2 (0.03)
26,"Young, Hayden",21y 348d,37 (19-1-17 52.70%),1 (0.03),←,
Totals,Totals,25y 66d,1854 (880-23-951 47.46%),970 (0.52),,
C,"Longmuir, Justin",42y 63d,63 (31-1-31 50.00%),,←,
