Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",32y 9d,202 (119-2-81 59.41%),87 (0.43),←,
8,"Bond, Troy",20y 290d,4 (3-0-1 75.00%),13 (3.25),←,
21,"Bradley, Craig",30y 189d,185 (110-2-73 60.00%),141 (0.76),←,
20,"Brown, Fraser",23y 255d,71 (37-1-33 52.82%),40 (0.56),←,
39,"Christou, Ang",22y 104d,29 (19-1-9 67.24%),7 (0.24),←,
18,"Cook, James",20y 113d,4 (3-0-1 75.00%),13 (3.25),←,
35,"Dean, Peter",29y 52d,168 (103-1-64 61.61%),22 (0.13),←,
13,"Hanna, Mil",28y 25d,133 (71-2-60 54.14%),55 (0.41),←,
17,"Heaver, Brent",22y 319d,41 (27-1-13 67.07%),72 (1.76),29 (18-1-10 63.79%),60 (2.07)
33,"Hogg, Matthew",25y 130d,100 (50-3-47 51.50%),17 (0.17),41 (26-1-14 64.63%),13 (0.32)
4,"Kernahan, Stephen",30y 241d,180 (108-2-70 60.56%),519 (2.88),←,
43,"Koutoufides, Anthony",21y 102d,19 (9-1-9 50.00%),5 (0.26),←,
15,"Lynn, Tony",26y 1d,9 (4-0-5 44.44%),5 (0.56),3 (3-0-0 100.00%),
44,"Madden, Justin",32y 334d,267 (163-2-102 61.42%),169 (0.63),222 (133-2-87 60.36%),149 (0.67)
5,"McKay, Andrew",23y 290d,27 (18-1-8 68.52%),8 (0.30),←,
10,"Mitchell, Barry",28y 144d,187 (81-2-104 43.85%),226 (1.21),4 (3-0-1 75.00%),4 (1.00)
7,"Ratten, Brett",22y 293d,66 (37-0-29 56.06%),8 (0.12),←,
14,"Sexton, Michael",23y 56d,63 (35-1-27 56.35%),5 (0.08),←,
1,"Silvagni, Stephen",26y 334d,145 (91-1-53 63.10%),113 (0.78),←,
32,"Whitehead, Adrian",18y 248d,3 (3-0-0 100.00%),,←,
2,"Williams, Greg",30y 212d,185 (104-1-80 56.49%),153 (0.83),44 (28-1-15 64.77%),25 (0.57)
Totals,Totals,25y 265d,2088 (1195-24-869 57.23%),1678 (0.80),,
C,"Parkin, David",51y 230d,355 (206-2-147 58.31%),,192 (119-2-71 62.50%),
