Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",12,5.0,9,21,,1.0,,3.0,,,,,1.0,,,,,,,,,,
18,"Cameron, Leon",21,2.0,6,27,,2.0,1.0,,,,,,1.0,1.0,3.0,,,,,,,,
6,"Campbell, Tony",6,,1,7,,,,1.0,,,,,,1.0,,,,,,,,,
31,"Darcy, Anthony",2,1.0,5,7,,,,2.0,,,,,1.0,2.0,,,,,,,,,
26,"Del-Re, Danny",6,4.0,1,7,3.0,1.0,,1.0,,,,,,1.0,,,,,,,,,
32,"Foster, Peter",7,8.0,9,16,2.0,,,2.0,,,,,2.0,1.0,,,,,,,,,
41,"Frost, Michael",7,3.0,4,11,,,,,,,,,,,,,,,,,,,
29,"Grant, Chris",13,5.0,4,17,2.0,1.0,,2.0,,,,,2.0,3.0,,,,,,,,,
28,"Grgic, Ilija",8,5.0,7,15,,1.0,13.0,1.0,,,,,3.0,3.0,,,,,,,,,
7,"Hawkins, Doug",20,7.0,8,28,,,,1.0,,,,,2.0,1.0,,,,,,,,,
10,"Hunter, Mark",14,3.0,6,20,,,,5.0,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",20,6.0,4,24,2.0,,,3.0,,,,,,2.0,,,,,,,,,
35,"Kretiuk, Steven",5,3.0,1,6,,,,,,,,,1.0,,,,,,,,,,
39,"Liberatore, Tony",17,1.0,13,30,,,,7.0,,,,,3.0,,,,,,,,,,
27,"Macpherson, Stephen",16,4.0,9,25,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",10,6.0,6,16,6.0,2.0,1.0,2.0,,,,,1.0,,2.0,,,,,,,,
33,"Royal, Brian",9,3.0,3,12,5.0,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Standfield, Barry",9,6.0,9,18,1.0,,7.0,1.0,,,,,,2.0,,,,,,,,,
8,"Toohey, Bernard",14,6.0,4,18,,,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"West, Scott",9,2.0,1,10,1.0,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
Totals,Totals,225,80.0,110,335,22.0,11.0,22.0,36.0,,,,,24.0,23.0,5.0,,,,,,,,
Opposition,Opposition,192,57.0,94,286,11.0,13.0,27.0,26.0,,,,,23.0,24.0,1.0,,,,,,,,
