Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",27y 72d,68 (39-1-28 58.09%),6 (0.09),50 (32-1-17 65.00%),2 (0.04)
7,"Burgoyne, Peter",24y 235d,112 (59-2-51 53.57%),127 (1.13),←,
8,"Burgoyne, Shaun",19y 335d,17 (15-0-2 88.24%),24 (1.41),←,
9,"Carr, Josh",22y 145d,63 (41-1-21 65.87%),33 (0.52),←,
12,"Cockatoo-Collins, Che",27y 200d,144 (87-3-54 61.46%),195 (1.35),59 (40-0-19 67.80%),86 (1.46)
35,"Cornes, Chad",22y 313d,76 (45-1-30 59.87%),77 (1.01),←,
18,"Cornes, Kane",19y 259d,22 (15-0-7 68.18%),4 (0.18),←,
17,"Dew, Stuart",23y 34d,99 (54-2-43 55.56%),154 (1.56),←,
10,"Francou, Josh",28y 45d,131 (70-3-58 54.58%),65 (0.50),←,
31,"French, Barnaby",26y 300d,62 (34-1-27 55.65%),20 (0.32),←,
11,"Hardwick, Damien",30y 34d,173 (116-1-56 67.34%),13 (0.08),20 (15-0-5 75.00%),
38,"James, Roger",26y 335d,101 (57-2-42 57.43%),64 (0.63),←,
29,"Kingsley, Adam",27y 32d,113 (61-2-50 54.87%),24 (0.21),←,
3,"Montgomery, Brett",29y 112d,130 (81-2-47 63.08%),86 (0.66),70 (41-1-28 59.29%),32 (0.46)
14,"Paxman, Stephen",31y 291d,215 (79-2-134 37.21%),35 (0.16),113 (57-2-54 51.33%),17 (0.15)
27,"Poulton, Jared",25y 153d,58 (34-1-23 59.48%),16 (0.28),←,
1,"Primus, Matthew",27y 252d,129 (60-2-67 47.29%),60 (0.47),109 (59-2-48 55.05%),55 (0.50)
6,"Schofield, Jarrad",27y 234d,146 (85-1-60 58.56%),102 (0.70),83 (46-1-36 56.02%),68 (0.82)
36,"Stevens, Nick",22y 261d,104 (57-2-45 55.77%),68 (0.65),←,
16,"Tredrea, Warren",23y 271d,107 (59-1-47 55.61%),205 (1.92),←,
2,"Wakelin, Darryl",28y 41d,159 (84-1-74 53.14%),11 (0.07),44 (31-0-13 70.45%),3 (0.07)
4,"Wanganeen, Gavin",29y 95d,232 (132-5-95 57.97%),149 (0.64),105 (59-2-44 57.14%),86 (0.82)
Totals,Totals,26y 1d,2461 (1364-36-1061 55.42%),1538 (0.62),,
C,"Williams, Mark",44y 31d,93 (53-1-39 57.53%),,←,
