St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",20y 40d,14 (7-0-7 50.00%),10 (0.71),←,
14,"Ball, Luke",24y 62d,121 (71-0-50 58.68%),54 (0.45),←,
27,"Blake, Jason",27y 133d,128 (62-2-64 49.22%),33 (0.26),←,
26,"Dal Santo, Nick",24y 155d,136 (73-2-61 54.41%),70 (0.51),←,
24,"Dempster, Sean",24y 188d,68 (42-0-26 61.76%),11 (0.16),14 (7-0-7 50.00%),3 (0.21)
40,"Eddy, Robert",20y 201d,5 (4-0-1 80.00%),1 (0.20),←,
17,"Fiora, Aaron",27y 98d,137 (63-1-73 46.35%),55 (0.40),59 (30-1-28 51.69%),30 (0.51)
25,"Fisher, Sam",26y 16d,88 (52-1-35 59.66%),6 (0.07),←,
15,"Gardiner, Michael",29y 21d,138 (70-2-66 51.45%),88 (0.64),9 (4-0-5 44.44%),1 (0.11)
19,"Gilbert, Sam",21y 342d,31 (17-1-13 56.45%),10 (0.32),←,
18,"Goddard, Brendon",23y 67d,105 (62-0-43 59.05%),35 (0.33),←,
1,"Gram, Jason",24y 90d,69 (38-1-30 55.80%),31 (0.45),67 (37-1-29 55.97%),31 (0.46)
35,"Harvey, Robert",36y 340d,375 (189-4-182 50.93%),212 (0.57),←,
7,"Hayes, Lenny",28y 194d,184 (81-3-100 44.84%),66 (0.36),←,
8,"Hudghton, Max",31y 328d,220 (100-3-117 46.14%),14 (0.06),←,
38,"Jones, Clinton",24y 175d,18 (11-1-6 63.89%),6 (0.33),←,
2,"King, Steven",29y 247d,207 (107-2-98 52.17%),79 (0.38),14 (8-0-6 57.14%),4 (0.29)
32,"McQualter, Andrew",22y 47d,29 (15-0-14 51.72%),6 (0.21),←,
44,"Milne, Stephen",28y 140d,157 (75-2-80 48.41%),310 (1.97),←,
11,"Montagna, Leigh",24y 267d,90 (52-1-37 58.33%),58 (0.64),←,
12,"Riewoldt, Nick",25y 283d,150 (75-2-73 50.67%),294 (1.96),←,
13,"Schneider, Adam",24y 75d,109 (65-1-43 60.09%),112 (1.03),11 (5-0-6 45.45%),13 (1.18)
Totals,Totals,25y 326d,2579 (1331-29-1219 51.61%),1561 (0.61),,
C,"Lyon, Ross",41y 261d,39 (20-1-18 52.56%),,←,
