Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21 ↓,"Buntine, Matt",3,2,,3,,,,4.0,2.0,,,,,,,,3.0,,,3.0,,,29.0
18,"Cameron, Jeremy",7,3,1,8,2,3.0,,,,,,3.0,1.0,,,4.0,4.0,,2.0,3.0,,1.0,86.0
3,"Coniglio, Stephen",14,5,15,29,1,1.0,,5.0,3.0,3.0,2.0,4.0,1.0,2.0,,10.0,19.0,,,2.0,,,79.0
35,"Corr, Aidan",6,2,1,7,,,,3.0,,1.0,,2.0,2.0,1.0,,4.0,3.0,2.0,,2.0,,,91.0
1,"Davis, Phil",11,8,8,19,,,2.0,1.0,4.0,,,2.0,1.0,2.0,,7.0,12.0,1.0,,6.0,,,89.0
44,"Downie, Tom",2,2,3,5,,,4.0,1.0,,,1.0,,,,,2.0,3.0,,,4.0,,,42.0
4,"Greene, Toby",12,5,15,27,,1.0,,5.0,2.0,2.0,10.0,4.0,1.0,1.0,,11.0,15.0,,,3.0,3.0,1.0,87.0
32,"Griffen, Ryan",10,5,12,22,1,,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,,8.0,16.0,,,4.0,1.0,,90.0
33,"Hoskin-Elliott, Will",10,6,4,14,1,,,5.0,1.0,1.0,,2.0,1.0,,,3.0,10.0,1.0,,,,,88.0
22,"Kelly, Josh",15,6,5,20,,,,7.0,2.0,1.0,2.0,2.0,1.0,1.0,,5.0,15.0,1.0,,2.0,,,88.0
11,"Lamb, Jed",7,2,1,8,1,2.0,,1.0,,3.0,,1.0,,,,2.0,5.0,,,,2.0,,83.0
37,"Lobb, Rory",5,4,2,7,1,,10.0,6.0,,,,,,,,6.0,1.0,4.0,1.0,2.0,,,90.0
24,"Patfull, Joel",7,8,5,12,,,,3.0,4.0,1.0,,1.0,1.0,,,6.0,7.0,2.0,,6.0,,,92.0
9,"Scully, Tom",7,3,6,13,1,,,6.0,1.0,1.0,,3.0,,2.0,,4.0,9.0,1.0,,,,,97.0
23,"Shaw, Heath",25,13,6,31,,,,6.0,10.0,,,4.0,,1.0,,6.0,22.0,1.0,,1.0,7.0,,93.0
38 ↑,"Steele, Jack",3,2,4,7,,,1.0,4.0,,1.0,1.0,2.0,,1.0,,4.0,3.0,1.0,,1.0,,,57.0
36,"Stewart, James",5,2,4,9,,,1.0,2.0,,3.0,,4.0,1.0,2.0,,5.0,5.0,,,1.0,,,85.0
20,"Tomlinson, Adam",12,8,2,14,,,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,,5.0,10.0,1.0,,1.0,,,93.0
17,"Treloar, Adam",17,7,16,33,,,,6.0,2.0,3.0,5.0,3.0,2.0,1.0,,14.0,20.0,,,,3.0,1.0,86.0
8,"Ward, Callan",10,6,11,21,,,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,,7.0,12.0,,,,1.0,,90.0
6,"Whitfield, Lachie",8,7,7,15,,,,4.0,1.0,4.0,,,1.0,,,4.0,13.0,,,,1.0,2.0,89.0
16,"Wilson, Nathan",7,4,4,11,1,,,3.0,1.0,2.0,,2.0,,1.0,,1.0,9.0,,,1.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,110,132,335,9,9.0,21.0,80.0,38.0,30.0,27.0,48.0,16.0,19.0,,118.0,216.0,15.0,3.0,42.0,18.0,5.0,
Opposition,Opposition,233,104,222,455,12,12.0,68.0,61.0,19.0,56.0,47.0,44.0,19.0,16.0,6.0,148.0,307.0,12.0,11.0,30.0,17.0,8.0,
