Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 206d,108 (53-2-53 50.00%),63 (0.58),←,
50,"Ballantyne, Jon",23y 353d,19 (9-0-10 47.37%),44 (2.32),←,
19,"Beveridge, Luke",22y 328d,47 (27-0-20 57.45%),46 (0.98),5 (3-0-2 60.00%),5 (1.00)
18,"Cameron, Leon",20y 318d,56 (29-1-26 52.68%),24 (0.43),←,
6,"Campbell, Tony",25y 338d,110 (61-0-49 55.45%),63 (0.57),35 (22-0-13 62.86%),2 (0.06)
31,"Darcy, Anthony",21y 117d,8 (2-0-6 25.00%),1 (0.13),7 (2-0-5 28.57%),1 (0.14)
41,"Frost, Michael",22y 200d,12 (7-0-5 58.33%),3 (0.25),←,
29,"Grant, Chris",20y 216d,71 (39-1-31 55.63%),140 (1.97),←,
28,"Grgic, Ilija",21y 134d,4 (3-0-1 75.00%),4 (1.00),←,
7,"Hawkins, Doug",33y 73d,303 (129-4-170 43.23%),207 (0.68),←,
4,"Kellett, Nigel",23y 211d,51 (27-0-24 52.94%),21 (0.41),←,
21,"Kolyniuk, Steven",23y 12d,76 (38-1-37 50.66%),92 (1.21),←,
39,"Liberatore, Tony",27y 156d,99 (56-1-42 57.07%),56 (0.57),←,
25,"Mansfield, Matthew",24y 23d,32 (20-0-12 62.50%),5 (0.16),←,
22,"Quill, Peter",23y 328d,8 (4-0-4 50.00%),3 (0.38),←,
33,"Royal, Brian",31y 217d,197 (105-2-90 53.81%),294 (1.49),←,
34,"Sexton, Ben",20y 261d,16 (8-1-7 53.13%),14 (0.88),←,
17,"Standfield, Barry",23y 154d,47 (27-0-20 57.45%),20 (0.43),←,
14,"West, Scott",18y 245d,12 (6-0-6 50.00%),13 (1.08),←,
15,"Wynd, Scott",23y 173d,93 (47-1-45 51.08%),12 (0.13),←,
Totals,Totals,23y 313d,1369 (697-14-658 50.91%),1125 (0.82),,
C,"Wheeler, Terry",38y 126d,84 (46-1-37 55.36%),,←,
