Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",23,9,8.0,31,,2.0,,5.0,2.0,5.0,1.0,4.0,1.0,,3.0,5,24,,2.0,,,,93.0
11,"Bennell, Harley",12,6,4.0,16,1.0,,1.0,2.0,,4.0,2.0,4.0,1.0,3.0,,5,12,1.0,1.0,1.0,1.0,1.0,75.0
3,"Brennan, Jared",8,5,4.0,12,,,2.0,6.0,1.0,2.0,4.0,1.0,,,,7,5,2.0,,3.0,1.0,,77.0
36,"Broughton, Greg",13,6,7.0,20,,,,5.0,5.0,1.0,2.0,3.0,1.0,2.0,,8,12,1.0,,4.0,1.0,,85.0
30,"Brown, Campbell",8,6,2.0,10,3.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,3,7,2.0,5.0,1.0,,1.0,84.0
12,"Day, Sam",4,4,5.0,9,1.0,1.0,2.0,1.0,,2.0,,1.0,1.0,1.0,,7,2,3.0,1.0,4.0,,,94.0
33,"Hall, Aaron",7,3,5.0,12,2.0,1.0,,3.0,,,1.0,2.0,1.0,1.0,,8,2,1.0,2.0,1.0,,,84.0
5,"Harbrow, Jarrod",14,4,1.0,15,1.0,,,4.0,2.0,7.0,4.0,1.0,,1.0,,5,10,,,,,,86.0
34,"Hutchins, Jack",7,3,4.0,11,,1.0,,1.0,2.0,4.0,1.0,,,,,2,8,,,3.0,1.0,,82.0
37,"Lonergan, Jesse",7,6,10.0,17,,2.0,,4.0,,3.0,3.0,,,,,9,9,1.0,1.0,2.0,5.0,2.0,77.0
19,"Lynch, Tom",11,10,3.0,14,,,4.0,,,4.0,1.0,4.0,,2.0,,3,11,2.0,1.0,2.0,,,98.0
32,"Matera, Brandon",10,4,,10,1.0,2.0,,4.0,1.0,3.0,,2.0,1.0,2.0,,2,7,,1.0,,,1.0,84.0
17,"May, Steven",5,3,3.0,8,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,3,6,,1.0,1.0,,,95.0
18,"McKenzie, Trent",14,5,7.0,21,,,,2.0,6.0,2.0,,2.0,2.0,,,3,14,,,,4.0,,85.0
1,"OMeara, Jaeger",13,5,13.0,26,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,,2.0,11,15,,,,2.0,1.0,81.0
10,"Prestia, Dion",13,4,9.0,22,,2.0,,4.0,4.0,4.0,6.0,2.0,2.0,1.0,,12,11,,2.0,1.0,2.0,1.0,83.0
8 ↑,"Russell, Luke",8,3,2.0,10,,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,,3,8,,,,1.0,1.0,46.0
26,"Shaw, Matt",9,4,7.0,16,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,,5,12,1.0,1.0,1.0,1.0,1.0,81.0
2 ↓,"Smith, Zac",2,1,2.0,4,,,6.0,2.0,,,1.0,1.0,1.0,1.0,,2,2,,,,,,36.0
25,"Stanley, Danny",9,10,11.0,20,1.0,,,2.0,2.0,,,2.0,,1.0,,10,10,3.0,1.0,1.0,1.0,,87.0
24,"Swallow, David",9,3,7.0,16,,,,,7.0,1.0,,5.0,,3.0,,7,9,1.0,,1.0,,,87.0
16,"Thompson, Rory",8,5,6.0,14,,,,2.0,,1.0,,,1.0,,,7,8,1.0,,2.0,,,100.0
Totals,Totals,214,109,120.0,334,13.0,15.0,18.0,54.0,38.0,54.0,32.0,39.0,18.0,19.0,6.0,127,204,19.0,19.0,28.0,20.0,9.0,
Opposition,Opposition,206,90,191.0,397,8.0,13.0,42.0,42.0,35.0,51.0,26.0,36.0,19.0,18.0,,138,255,17.0,9.0,42.0,13.0,5.0,
