Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
27,"Armstrong, Tony",24y 321d,32 (17-0-15 53.13%),2 (0.06),3 (1-0-2 33.33%),
12,"Ball, Luke",30y 83d,221 (147-1-73 66.74%),91 (0.41),79 (57-1-21 72.78%),33 (0.42)
17,"Beams, Dayne",24y 185d,110 (76-2-32 70.00%),118 (1.07),←,
11,"Blair, Jarryd",24y 124d,100 (70-1-29 70.50%),74 (0.74),←,
29,"Broomhead, Tim",20y 147d,6 (1-0-5 16.67%),6 (1.00),←,
32,"Cloke, Travis",27y 164d,216 (136-2-78 63.43%),390 (1.81),←,
1,"Fasolo, Alex",22y 69d,50 (35-0-15 70.00%),51 (1.02),←,
45,"Frost, Jack",22y 172d,22 (11-0-11 50.00%),,←,
6,"Goldsack, Tyson",27y 86d,122 (79-0-43 64.75%),47 (0.39),←,
4,"Grundy, Brodie",20y 123d,20 (11-0-9 55.00%),4 (0.20),←,
23,"Keeffe, Lachlan",24y 124d,38 (24-0-14 63.16%),7 (0.18),←,
7,"Kennedy, Ben",20y 166d,20 (10-0-10 50.00%),13 (0.65),←,
8,"Lumumba, Heritier",27y 274d,198 (129-2-67 65.66%),28 (0.14),←,
3,"Macaffer, Brent",26y 169d,72 (45-2-25 63.89%),32 (0.44),←,
20,"Reid, Ben",25y 109d,99 (65-2-32 66.67%),31 (0.31),←,
22,"Sidebottom, Steele",23y 226d,125 (87-2-36 70.40%),97 (0.78),←,
28,"Sinclair, Ben",22y 319d,42 (27-0-15 64.29%),19 (0.45),←,
36,"Swan, Dane",30y 172d,235 (145-2-88 62.13%),190 (0.81),←,
34,"Toovey, Alan",27y 146d,131 (89-2-40 68.70%),9 (0.07),←,
26,"Williams, Marley",21y 25d,35 (20-0-15 57.14%),3 (0.09),←,
15,"Witts, Jarrod",21y 337d,25 (14-0-11 56.00%),13 (0.52),←,
14,"Young, Clinton",28y 181d,136 (81-1-54 59.93%),69 (0.51),20 (10-0-10 50.00%),9 (0.45)
Totals,Totals,24y 269d,2055 (1319-19-717 64.18%),1294 (0.63),,
C,"Buckley, Nathan",42y 21d,68 (41-0-27 60.29%),,←,
