Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",27y 73d,184 (126-1-57 68.75%),80 (0.43),42 (36-1-5 86.90%),22 (0.52)
17,"Beams, Dayne",21y 175d,53 (40-2-11 77.36%),55 (1.04),←,
11,"Blair, Jarryd",21y 114d,29 (26-1-2 91.38%),30 (1.03),←,
15,"Brown, Leigh",29y 164d,239 (125-3-111 52.93%),134 (0.56),58 (47-2-9 82.76%),50 (0.86)
27,"Buckley, Simon",24y 110d,33 (14-0-19 42.42%),8 (0.24),12 (11-0-1 91.67%),5 (0.42)
32,"Cloke, Travis",24y 154d,142 (91-2-49 64.79%),206 (1.45),←,
1,"Davis, Leon",30y 50d,220 (124-2-94 56.82%),267 (1.21),←,
4,"Didak, Alan",28y 172d,195 (122-1-72 62.82%),265 (1.36),←,
35,"Fasolo, Alex",19y 59d,7 (7-0-0 100.00%),10 (1.43),←,
6,"Goldsack, Tyson",24y 76d,64 (42-0-22 65.63%),7 (0.11),←,
26,"Johnson, Ben",30y 123d,218 (128-1-89 58.94%),68 (0.31),←,
18,"Jolly, Darren",29y 273d,201 (115-4-82 58.21%),104 (0.52),35 (29-2-4 85.71%),34 (0.97)
7,"Krakouer, Andrew",28y 183d,119 (50-0-69 42.02%),126 (1.06),17 (16-0-1 94.12%),24 (1.41)
5,"Maxwell, Nick",28y 64d,155 (97-2-56 63.23%),26 (0.17),←,
10,"Pendlebury, Scott",23y 211d,120 (81-2-37 68.33%),80 (0.67),←,
20,"Reid, Ben",22y 99d,47 (34-2-11 74.47%),4 (0.09),←,
14,"Rounds, Luke",20y 177d,4 (4-0-0 100.00%),1 (0.25),←,
22,"Sidebottom, Steele",20y 216d,54 (43-2-9 81.48%),49 (0.91),←,
36,"Swan, Dane",27y 162d,168 (104-2-62 62.50%),125 (0.74),←,
2,"Tarrant, Chris",30y 322d,250 (119-0-131 47.60%),361 (1.44),178 (91-0-87 51.12%),301 (1.69)
13,"Thomas, Dale",24y 46d,127 (85-2-40 67.72%),99 (0.78),←,
19,"Wood, Cameron",24y 155d,56 (29-0-27 51.79%),14 (0.25),40 (26-0-14 65.00%),14 (0.35)
Totals,Totals,25y 178d,2685 (1606-29-1050 59.81%),2119 (0.79),,
C,"Malthouse, Mick",57y 354d,657 (381-6-270 58.45%),,279 (158-2-119 56.99%),
