Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Florent, Oliver",7,4,6,13,1,,,,,2.0,,,1.0,,,7.0,6.0,1.0,,,,,81.0
23,"Franklin, Lance",15,5,2,17,,6.0,,3.0,,4.0,,,2.0,,,9.0,8.0,2.0,3.0,,,,97.0
39,"Grundy, Heath",15,8,11,26,,,,1.0,3.0,3.0,,2.0,1.0,1.0,,9.0,18.0,3.0,,4.0,,1.0,90.0
4,"Hannebery, Dan",9,3,20,29,1,,,3.0,3.0,2.0,3.0,5.0,,2.0,,10.0,19.0,,,,,,85.0
9,"Hayward, Will",6,4,2,8,1,1.0,,1.0,,3.0,,1.0,,,,3.0,4.0,1.0,1.0,2.0,,,80.0
5,"Heeney, Isaac",16,5,5,21,2,,,9.0,1.0,4.0,3.0,4.0,1.0,,1.0,9.0,13.0,1.0,1.0,2.0,,,91.0
29,"Hewett, George",8,5,8,16,,,,3.0,2.0,4.0,4.0,1.0,,1.0,,7.0,9.0,,,,,,68.0
15,"Jack, Kieren",9,6,4,13,,2.0,,4.0,,2.0,1.0,,2.0,,,5.0,9.0,,1.0,1.0,,,77.0
12,"Kennedy, Josh",19,5,17,36,,,,3.0,1.0,5.0,7.0,3.0,,,2.0,16.0,20.0,,,2.0,,1.0,89.0
44,"Lloyd, Jake",19,10,12,31,,,,1.0,7.0,,2.0,3.0,1.0,,,6.0,24.0,,,,1.0,,92.0
43,"Melican, Lewis",5,3,10,15,,,,,3.0,1.0,,1.0,1.0,1.0,,6.0,9.0,1.0,,2.0,,,75.0
14,"Mills, Callum",17,8,9,26,,,,4.0,5.0,5.0,2.0,2.0,,,,6.0,21.0,2.0,,1.0,,,88.0
35,"Naismith, Sam",6,1,4,10,,1.0,24.0,1.0,,1.0,1.0,5.0,,4.0,,3.0,7.0,,,2.0,,,61.0
28,"Newman, Nic",9,4,4,13,2,1.0,,5.0,1.0,1.0,2.0,1.0,1.0,1.0,,5.0,9.0,,,2.0,,,85.0
41,"Papley, Tom",5,4,7,12,1,,,6.0,,2.0,2.0,3.0,1.0,,,5.0,6.0,,2.0,1.0,,,82.0
26,"Parker, Luke",12,9,14,26,1,1.0,,4.0,,1.0,2.0,5.0,1.0,5.0,,10.0,16.0,1.0,3.0,1.0,,2.0,89.0
24,"Rampe, Dane",11,4,6,17,,1.0,,2.0,2.0,2.0,2.0,4.0,,2.0,,7.0,8.0,1.0,,,,1.0,95.0
20,"Reid, Sam",12,9,1,13,1,3.0,,1.0,2.0,3.0,,2.0,1.0,,,4.0,9.0,2.0,3.0,3.0,,,91.0
16,"Rohan, Gary",7,5,5,12,1,,,2.0,3.0,1.0,,,1.0,,,7.0,5.0,3.0,1.0,2.0,2.0,,74.0
18,"Sinclair, Callum",7,2,5,12,,,10.0,4.0,,4.0,3.0,1.0,2.0,,,6.0,6.0,1.0,,,,1.0,50.0
40,"Smith, Nick",10,5,3,13,,1.0,,1.0,4.0,,1.0,4.0,2.0,1.0,,4.0,9.0,,,4.0,,,85.0
22,"Towers, Dean",10,3,2,12,,1.0,,6.0,1.0,1.0,,4.0,,,,3.0,9.0,,,,,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,112,157,391,11,20.0,34.0,64.0,38.0,51.0,35.0,51.0,18.0,18.0,3.0,147.0,244.0,19.0,15.0,29.0,3.0,6.0,
Opposition,Opposition,198,95,163,361,12,13.0,27.0,55.0,39.0,52.0,31.0,49.0,18.0,18.0,3.0,133.0,228.0,9.0,12.0,50.0,3.0,7.0,
