Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",11,3,11,22,,,,,3.0,4.0,4.0,3.0,2.0,1.0,,13.0,8.0,,,3.0,1.0,,96.0
21,"Black, Heath",20,6,8,28,,1.0,,1.0,4.0,9.0,1.0,3.0,,1.0,,2.0,25.0,,,3.0,1.0,1.0,96.0
2,"Carr, Josh",15,7,11,26,,,,5.0,2.0,3.0,3.0,4.0,3.0,1.0,,9.0,16.0,,,,,1.0,91.0
9,"Carr, Matthew",8,7,11,19,2,,,8.0,1.0,1.0,2.0,3.0,,2.0,,5.0,13.0,,2.0,,,1.0,83.0
10,"Cook, Troy",8,3,6,14,1,,,2.0,1.0,1.0,5.0,1.0,2.0,,,7.0,7.0,,,3.0,,,52.0
15,"Crowley, Ryan",6,2,9,15,,,,,,1.0,3.0,2.0,1.0,1.0,,4.0,11.0,,,1.0,,,72.0
25,"Dodd, Steven",6,3,7,13,,,,,2.0,1.0,,4.0,,2.0,,5.0,9.0,1.0,,6.0,,,100.0
33,"Farmer, Jeff",10,5,3,13,2,2.0,,3.0,,4.0,,7.0,,2.0,,7.0,8.0,1.0,3.0,3.0,,1.0,98.0
43,"Hayden, Roger",11,10,5,16,,,,3.0,1.0,2.0,,4.0,1.0,1.0,,3.0,14.0,,,5.0,,,96.0
11,"Headland, Des",9,6,,9,1,,,5.0,,1.0,,1.0,,1.0,,1.0,8.0,,,3.0,1.0,,72.0
37,"Johnson, Michael",13,6,6,19,,,,2.0,3.0,3.0,2.0,3.0,1.0,2.0,,12.0,7.0,3.0,,4.0,1.0,,95.0
20,"Longmuir, Justin",6,1,5,11,1,1.0,6.0,1.0,,1.0,3.0,2.0,3.0,,,5.0,6.0,,1.0,2.0,,,46.0
8,"McManus, Shaun",7,3,4,11,,,,6.0,1.0,1.0,2.0,1.0,,1.0,,5.0,6.0,,,,1.0,,53.0
18,"McPharlin, Luke",5,2,1,6,,,,1.0,2.0,1.0,,2.0,,,,2.0,5.0,,,5.0,,,81.0
16,"Mundy, David",12,9,5,17,1,3.0,,1.0,4.0,5.0,,1.0,1.0,1.0,,6.0,11.0,2.0,,1.0,,,86.0
28,"Murphy, Ryan",10,7,4,14,2,2.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,7.0,7.0,4.0,4.0,1.0,,,76.0
23,"Parker, Shane",3,1,8,11,,,,3.0,2.0,,1.0,1.0,,1.0,,3.0,6.0,,,1.0,,,94.0
29,"Pavlich, Matthew",14,7,5,19,2,2.0,,2.0,,5.0,3.0,4.0,1.0,1.0,,6.0,12.0,,2.0,4.0,,1.0,99.0
7,"Peake, Brett",10,3,4,14,,1.0,,2.0,,5.0,,1.0,,,,2.0,12.0,,1.0,1.0,,,80.0
31,"Sandilands, Aaron",7,2,8,15,,,32.0,2.0,1.0,4.0,2.0,1.0,1.0,,,5.0,10.0,,,3.0,,,73.0
3,"Schammer, Byron",14,4,11,25,1,1.0,,1.0,,3.0,4.0,5.0,2.0,2.0,,12.0,15.0,,,,,,64.0
1,"Webster, Luke",7,4,7,14,1,1.0,,3.0,,2.0,2.0,1.0,,,,9.0,5.0,,2.0,3.0,,2.0,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,101,139,351,14,18.0,38.0,52.0,28.0,59.0,37.0,55.0,20.0,21.0,,130.0,221.0,11.0,15.0,52.0,5.0,7.0,
Opposition,Opposition,201,99,90,291,11,8.0,26.0,57.0,45.0,41.0,27.0,54.0,21.0,20.0,,105.0,177.0,6.0,15.0,57.0,9.0,7.0,
