Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 99d,300 (176-0-124 58.67%),140 (0.47),←,
16,"Brown, Leigh",25y 128d,163 (67-1-95 41.41%),71 (0.44),100 (48-1-51 48.50%),51 (0.51)
24,"Firrito, Michael",23y 216d,71 (37-0-34 52.11%),12 (0.17),←,
6,"Grant, Shannon",30y 73d,268 (150-2-116 56.34%),318 (1.19),210 (118-1-91 56.43%),280 (1.33)
15,"Green, Kasey",27y 294d,83 (33-1-49 40.36%),22 (0.27),29 (12-0-17 41.38%),14 (0.48)
31,"Hale, David",23y 40d,67 (28-0-39 41.79%),36 (0.54),←,
4,"Harris, Daniel",25y 52d,104 (51-1-52 49.52%),31 (0.30),←,
29,"Harvey, Brent",29y 48d,229 (128-1-100 56.11%),265 (1.16),←,
21,"Jones, Corey",26y 125d,116 (54-0-62 46.55%),144 (1.24),←,
25,"Lower, Ed",20y 8d,7 (3-0-4 42.86%),2 (0.29),←,
1,"McIntosh, Hamish",22y 300d,31 (13-0-18 41.94%),12 (0.39),←,
42,"McMahon, Scott",21y 29d,4 (3-0-1 75.00%),2 (0.50),←,
20,"Petrie, Drew",24y 259d,119 (57-1-61 48.32%),87 (0.73),←,
30,"Pratt, Daniel",24y 102d,51 (26-0-25 50.98%),4 (0.08),48 (25-0-23 52.08%),3 (0.06)
3,"Rawlings, Brady",26y 21d,146 (75-0-71 51.37%),53 (0.36),←,
7,"Simpson, Adam",31y 135d,255 (149-1-105 58.63%),73 (0.29),←,
9,"Sinclair, Jess",28y 309d,174 (69-1-104 39.94%),67 (0.39),124 (56-1-67 45.56%),41 (0.33)
10,"Smith, Jesse",20y 275d,14 (9-0-5 64.29%),1 (0.07),←,
19,"Swallow, Andrew",20y 29d,25 (11-0-14 44.00%),9 (0.36),←,
12,"Thomas, Lindsay",19y 123d,10 (5-0-5 50.00%),9 (0.90),←,
36,"Watt, Shannon",26y 217d,119 (60-1-58 50.84%),8 (0.07),←,
8,"Wells, Daniel",22y 148d,92 (45-1-46 49.46%),53 (0.58),←,
Totals,Totals,25y 55d,2448 (1249-11-1188 51.02%),1419 (0.58),,
C,"Laidley, Dani",40y 96d,102 (49-1-52 48.53%),,←,
