Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",17,6,10,27,2,3.0,,3.0,,,,,2.0,,,,,,,,,,
22,"Bain, David",19,,6,25,,,,,,,,,1.0,,,,,,,,,,
25,"Campbell, Matthew",7,2,5,12,,,,1.0,,,,,3.0,2.0,,,,,,,,,
1,"Champion, Richard",9,2,,9,2,,,,,,,,2.0,1.0,,,,,,,,,
4,"Gastev, John",12,4,5,17,,,,2.0,,,,,2.0,1.0,,,,,,,,,
34,"Green, Ashley",2,1,5,7,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Hamilton, Shane",16,7,10,26,,,,2.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",12,3,14,26,,,,3.0,,,,,1.0,,,,,,,,,,
11,"Hutton, John",8,7,3,11,3,2.0,,1.0,,,,,,,,,,,,,,,
8,"Jeffrey, Russell",7,2,3,10,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",9,6,3,12,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
17,"Leslie, Martin",10,3,7,17,,,,4.0,,,,,1.0,2.0,,,,,,,,,
7,"McIvor, Scott",5,5,8,13,1,1.0,,,,,,,2.0,,,,,,,,,,
26,"Noonan, Danny",16,5,2,18,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Owen, Rod",10,6,,10,,3.0,,,,,,,1.0,2.0,,,,,,,,,
44,"Palfreyman, Nigel",3,1,3,6,,,,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Rendell, Matthew",10,5,11,21,1,1.0,14.0,2.0,,,,,5.0,1.0,,,,,,,,,
33,"White, Darryl",9,4,7,16,1,1.0,1.0,2.0,,,,,1.0,3.0,,,,,,,,,
18,"Worsfold, Peter",17,5,9,26,,,,1.0,,,,,1.0,2.0,,,,,,,,,
21,"Zanotti, Mark",10,1,2,12,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,75,113,321,11,17.0,15.0,26.0,,,,,27.0,24.0,,,,,,,,,
Opposition,Opposition,216,82,150,366,22,10.0,19.0,12.0,,,,,24.0,27.0,6.0,,,,,,,,
