Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",26y 184d,120 (66-0-54 55.00%),76 (0.63),←,
21,"Bradley, Craig",38y 235d,368 (219-2-147 59.78%),243 (0.66),←,
35,"Campbell, Blake",19y 312d,3 (0-0-3 0.00%),1 (0.33),←,
16,"Camporeale, Scott",26y 308d,160 (95-0-65 59.38%),151 (0.94),←,
13,"Davies, Justin",18y 343d,5 (0-0-5 0.00%),2 (0.40),←,
48,"Doering, Jordan",22y 274d,9 (4-0-5 44.44%),4 (0.44),←,
25,"Fevola, Brendan",21y 146d,37 (21-0-16 56.76%),61 (1.65),←,
31,"Fletcher, Simon",23y 302d,63 (35-0-28 55.56%),27 (0.43),←,
45,"Franchina, Anthony",24y 247d,82 (44-0-38 53.66%),23 (0.28),←,
9,"Hickmott, Adrian",30y 77d,159 (99-0-60 62.26%),101 (0.64),109 (67-0-42 61.47%),77 (0.71)
37,"Hotton, Trent",28y 196d,72 (35-0-37 48.61%),46 (0.64),55 (31-0-24 56.36%),32 (0.58)
12,"Lappin, Matthew",26y 118d,139 (72-1-66 52.16%),159 (1.14),84 (44-0-40 52.38%),133 (1.58)
4,"Livingston, Luke",19y 223d,7 (0-0-7 0.00%),,←,
10,"Mansfield, Michael",30y 311d,231 (130-1-100 56.49%),115 (0.50),50 (27-0-23 54.00%),15 (0.30)
5,"McKay, Andrew",31y 336d,215 (126-1-88 58.84%),28 (0.13),←,
2,"McKernan, Corey",28y 178d,194 (120-0-74 61.86%),245 (1.26),12 (1-0-11 8.33%),12 (1.00)
19,"Merrington, Andrew",23y 200d,12 (3-0-9 25.00%),9 (0.75),←,
40,"Plunkett, Jim",23y 324d,36 (15-0-21 41.67%),12 (0.33),26 (10-0-16 38.46%),11 (0.42)
7,"Ratten, Brett",30y 339d,245 (141-0-104 57.55%),112 (0.46),←,
32,"Thornton, Bret",18y 212d,3 (0-0-3 0.00%),,←,
8,"Whitnall, Lance",22y 296d,123 (64-0-59 52.03%),251 (2.04),←,
34,"Wiggins, Simon",19y 277d,14 (5-0-9 35.71%),6 (0.43),←,
Totals,Totals,25y 148d,2297 (1294-5-998 56.33%),1672 (0.73),,
C,"Brittain, Wayne",44y 2d,36 (16-0-20 44.44%),,←,
