Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
17,"Ballantyne, Hayden",21y 346d,1 (0-0-1 0.00%),,←,
48,"Broughton, Greg",22y 271d,6 (0-0-6 0.00%),,←,
30,"Clarke, Zac",19y 91d,1 (0-0-1 0.00%),,←,
40,"de Boer, Matt",19y 109d,8 (2-0-6 25.00%),3 (0.38),←,
25,"Dodd, Steven",26y 7d,89 (39-0-50 43.82%),7 (0.08),←,
41,"Duffield, Paul",24y 142d,36 (12-0-24 33.33%),11 (0.31),←,
21,"Foster, Andrew",23y 300d,8 (2-0-6 25.00%),6 (0.75),←,
14,"Grover, Antoni",29y 108d,158 (68-0-90 43.04%),19 (0.12),←,
4,"Hasleby, Paul",28y 15d,179 (75-0-104 41.90%),107 (0.60),←,
11,"Headland, Des",28y 157d,155 (93-0-62 60.00%),163 (1.05),103 (53-0-50 51.46%),111 (1.08)
32,"Hill, Stephen",19y 57d,13 (3-0-10 23.08%),6 (0.46),←,
5,"Ibbotson, Garrick",21y 104d,33 (9-0-24 27.27%),10 (0.30),←,
18,"McPharlin, Luke",27y 208d,145 (71-0-74 48.97%),103 (0.71),133 (63-0-70 47.37%),100 (0.75)
16,"Mundy, David",23y 342d,99 (44-0-55 44.44%),33 (0.33),←,
29,"Pavlich, Matthew",27y 178d,207 (86-0-121 41.55%),401 (1.94),←,
7,"Peake, Brett",25y 357d,69 (32-0-37 46.38%),41 (0.59),←,
31,"Sandilands, Aaron",26y 203d,128 (61-0-67 47.66%),43 (0.34),←,
3,"Schammer, Byron",24y 6d,118 (59-0-59 50.00%),36 (0.31),←,
6,"Solomon, Dean",29y 169d,203 (105-1-97 51.97%),78 (0.38),45 (13-0-32 28.89%),22 (0.49)
8,"Suban, Nick",19y 49d,13 (3-0-10 23.08%),3 (0.23),←,
20,"Tarrant, Chris",28y 282d,211 (91-0-120 43.13%),358 (1.70),50 (16-0-34 32.00%),59 (1.18)
22,"Thornton, Scott",26y 289d,83 (36-0-47 43.37%),19 (0.23),←,
Totals,Totals,24y 255d,1963 (891-1-1071 45.39%),1447 (0.74),,
C,"Harvey, Mark",44y 16d,42 (13-0-29 30.95%),,←,
