North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",2,,1,3,,1.0,,3.0,,,,,,,,,,,,,,,
5,"Anderson, Stuart",8,3,8,16,,,,1.0,,,,,,,,,,,,,,,
11,"Archer, Glenn",14,4,6,20,2,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,
14,"Armstrong, Matt",18,4,8,26,1,1.0,,1.0,,,,,2.0,1.0,3.0,,,,,,,,
12,"Blakey, John",6,2,7,13,,1.0,,1.0,,,,,,2.0,,,,,,,,,
16,"Capuano, Mathew",3,2,6,9,,,1.0,,,,,,1.0,3.0,,,,,,,,,
18,"Carey, Wayne",17,14,6,23,3,4.0,,,,,,,1.0,,,,,,,,,,
25,"Daniltchenko, Jason",3,,,3,,1.0,,,,,,,,,,,,,,,,,
6,"Fairley, Ian",12,3,6,18,,,,,,,,,,,,,,,,,,,
7,"Laidley, Dani",13,7,8,21,,,,1.0,,,,,,1.0,,,,,,,,,
35,"Longmire, John",12,10,4,16,7,3.0,1.0,,,,,,2.0,1.0,,,,,,,,,
4,"Martyn, Mick",4,1,3,7,,,,,,,,,,,,,,,,,,,
31,"McKernan, Corey",7,5,4,11,1,1.0,12.0,,,,,,,2.0,,,,,,,,,
13,"Nichols, Trent",10,2,8,18,3,1.0,,,,,,,1.0,1.0,,,,,,,,,
3,"Rock, Anthony",11,5,3,14,1,,,,,,,,1.0,,,,,,,,,,
2,"Schwass, Wayne",17,3,8,25,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Scott, Robert",12,1,3,15,,,,1.0,,,,,1.0,,,,,,,,,,
24,"Sholl, Craig",7,1,3,10,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
15,"Smith, Ross",11,6,7,18,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
10,"Stevens, Anthony",9,3,5,14,,,,3.0,,,,,,2.0,2.0,,,,,,,,
36,"Stevens, Mark",,,1,1,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,76,105,301,18,17.0,15.0,16.0,,,,,13.0,18.0,6.0,,,,,,,,
Opposition,Opposition,173,69,83,256,10,13.0,12.0,21.0,,,,,18.0,13.0,,,,,,,,,
