Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",18,3,4,22,,1.0,,2.0,,,,,,2.0,,,,,,,,,
8,"Allen, Tim",,,2,2,,,,,,,,,,,,,,,,,,,
14,"Bunn, Mark",17,5,6,23,,,,1.0,,,,,1.0,,,,,,,,,,
5,"Collins, Andrew",5,3,4,9,,,,6.0,,,,,3.0,2.0,,,,,,,,,
26,"Cooper, Paul",14,5,9,23,,1.0,,3.0,,,,,3.0,1.0,,,,,,,,,
9,"Crawford, Shane",10,4,10,20,,,,1.0,,,,,2.0,3.0,,,,,,,,,
13,"Dear, Paul",7,5,6,13,,,1.0,2.0,,,,,,3.0,,,,,,,,,
19,"Dunstall, Jason",5,5,3,8,4,1.0,,,,,,,,,,,,,,,,,
16,"Gowers, Andrew",14,9,3,17,2,,1.0,1.0,,,,,,2.0,,,,,,,,,
34,"Graham, Mark",13,10,11,24,,,1.0,,,,,,1.0,1.0,,,,,,,,,
22,"Hargreaves, Tim",9,3,3,12,2,,,,,,,,1.0,2.0,,,,,,,,,
17,"Hudson, Paul",5,2,3,8,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
11,"Jarman, Darren",15,1,3,18,,,,5.0,,,,,1.0,2.0,,,,,,,,,
24,"Langford, Chris",7,2,1,8,,,,2.0,,,,,,,,,,,,,,,
12,"Lawrence, Stephen",7,5,8,15,,,9.0,1.0,,,,,,1.0,,,,,,,,,
20,"Maginness, Scott",7,3,3,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
28,"McDonald, Alex",,,,,,,,,,,,,,,,,,,,,,,
44,"Platten, John",15,3,11,26,,,,3.0,,,,,3.0,1.0,,,,,,,,,
18,"Pritchard, Darrin",5,1,3,8,,,,1.0,,,,,1.0,,,,,,,,,,
38,"Tallis, Rayden",9,2,5,14,,,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Taylor, Jason",3,1,3,6,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,72,101,286,9,5.0,12.0,32.0,,,,,19.0,24.0,,,,,,,,,
Opposition,Opposition,196,66,111,307,15,9.0,15.0,14.0,,,,,24.0,19.0,6.0,,,,,,,,
