Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Bond, Shane",4,2,2,6,,,,,1.0,,,1.0,1.0,,,,,,,,,,
3,"Breuer, Shayne",10,1,10,20,,,2.0,,1.0,4.0,9.0,,2.0,1.0,,,,,,,,,
7,"Chalmers, Brett",3,3,1,4,3,,1.0,1.0,,,,,,1.0,,,,,,,,,
6,"Cummings, Scott",2,2,1,3,,1.0,,1.0,,,,,,3.0,,,,,,,,,
37,"Dew, Stuart",4,1,,4,,,,,2.0,,,,1.0,,,,,,,,,,
19,"Dickie, Donald",15,8,5,20,,,,4.0,1.0,9.0,1.0,,,3.0,,,,,,,,,
11,"Eagleton, Nathan",9,5,4,13,,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,
10,"Francou, Josh",13,,8,21,,1.0,,5.0,2.0,5.0,1.0,2.0,4.0,1.0,,,,,,,,,
39,"Heuskes, Adam",16,3,1,17,,,,2.0,9.0,,,1.0,1.0,,,,,,,,,,
38,"James, Roger",2,1,3,5,,,,,,2.0,1.0,,,1.0,,,,,,,,,
29,"Kingsley, Adam",5,2,9,14,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,
20,"Lade, Brendon",10,3,2,12,1,,6.0,4.0,,3.0,4.0,,2.0,,,,,,,,,,
22,"Lockwood, Bowen",9,7,1,10,1,3.0,,,,1.0,,2.0,,1.0,,,,,,,,,
9,"Lyle, Brayden",15,5,5,20,,,1.0,3.0,,6.0,4.0,1.0,,4.0,,,,,,,,,
33,"Mead, Darren",3,4,5,8,,,1.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,
4,"Naish, Chris",13,3,1,14,1,1.0,,2.0,1.0,5.0,3.0,2.0,2.0,2.0,,,,,,,,,
14,"Paxman, Stephen",4,2,2,6,1,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
2,"Primus, Matthew",6,3,3,9,2,,16.0,3.0,,,4.0,1.0,,3.0,,,,,,,,,
36,"Stevens, Nick",12,7,6,18,1,1.0,,,1.0,6.0,3.0,1.0,2.0,,,,,,,,,,
16,"Tredrea, Warren",4,,5,9,,,5.0,1.0,,4.0,3.0,,1.0,,,,,,,,,,
1,"Wanganeen, Gavin",7,6,7,14,,,,2.0,3.0,,,,2.0,2.0,,,,,,,,,
15,"Wilson, Michael",8,1,1,9,,,1.0,3.0,2.0,,1.0,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,69,82,256,10,10.0,34.0,34.0,29.0,48.0,39.0,13.0,18.0,25.0,,,,,,,,,
Opposition,Opposition,226,105,102,328,22,12.0,32.0,34.0,34.0,60.0,30.0,18.0,25.0,18.0,6.0,,,,,,,,
