West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
1,"Brown, Mitch",20y 192d,17 (6-0-11 35.29%),6 (0.35),←,
26,"Butler, Sam",23y 164d,52 (31-0-21 59.62%),10 (0.19),←,
18,"Ebert, Brad",19y 86d,23 (4-0-19 17.39%),8 (0.35),←,
32,"Embley, Andrew",28y,178 (91-1-86 51.40%),165 (0.93),←,
23,"Glass, Darren",28y 44d,179 (90-2-87 50.84%),8 (0.04),←,
25,"Hurn, Shannon",21y 296d,49 (23-0-26 46.94%),16 (0.33),←,
17,"Kennedy, Josh",21y 306d,36 (6-1-29 18.06%),31 (0.86),14 (3-0-11 21.43%),20 (1.43)
4,"Kerr, Daniel",26y 42d,166 (87-2-77 53.01%),97 (0.58),←,
2,"LeCras, Mark",22y 301d,48 (22-0-26 45.83%),100 (2.08),←,
21,"Lynch, Quinten",26y 154d,141 (78-0-63 55.32%),207 (1.47),←,
16,"Mackenzie, Eric",21y 39d,20 (5-0-15 25.00%),,←,
13,"Masten, Chris",20y 56d,21 (5-0-16 23.81%),4 (0.19),←,
27,"McKinley, Ben",22y 115d,30 (7-0-23 23.33%),63 (2.10),←,
9,"Naitanui, Nic",19y 54d,2 (1-0-1 50.00%),3 (1.50),←,
11,"Priddis, Matt",24y 98d,55 (23-0-32 41.82%),16 (0.29),←,
24,"Rosa, Matt",22y 216d,61 (32-0-29 52.46%),17 (0.28),←,
37,"Selwood, Adam",25y 57d,108 (58-0-50 53.70%),28 (0.26),←,
10,"Selwood, Scott",19y 92d,16 (4-0-12 25.00%),4 (0.25),←,
30,"Spangher, Matthew",22y 65d,12 (4-0-8 33.33%),1 (0.08),←,
5,"Stenglein, Tyson",28y 346d,206 (114-0-92 55.34%),51 (0.25),100 (58-0-42 58.00%),25 (0.25)
15,"Swift, Tom",18y 356d,4 (1-0-3 25.00%),,←,
44,"Wirrpanda, David",29y 328d,219 (115-3-101 53.20%),124 (0.57),←,
Totals,Totals,23y 105d,1643 (807-9-827 49.12%),959 (0.58),,
C,"Worsfold, John",40y 275d,179 (98-2-79 55.31%),,←,
