Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",19y 352d,25 (15-0-10 60.00%),32 (1.28),←,
22,"Bower, Nathan",26y,72 (36-1-35 50.69%),22 (0.31),←,
17,"Broderick, Paul",28y 156d,193 (92-1-100 47.93%),130 (0.67),100 (53-1-46 53.50%),50 (0.50)
21,"Bulluss, Paul",28y 136d,87 (36-1-50 41.95%),19 (0.22),←,
9,"Campbell, Wayne",25y 258d,151 (68-1-82 45.36%),90 (0.60),←,
6,"Chaffey, Mark",21y 33d,18 (7-0-11 38.89%),2 (0.11),←,
10,"Daffy, Nick",25y 28d,100 (54-1-45 54.50%),130 (1.30),←,
19,"Evans, Brett",26y 13d,7 (3-0-4 42.86%),8 (1.14),←,
27,"Funcke, Ross",20y 204d,16 (7-0-9 43.75%),,←,
25,"Gale, Brendon",29y 325d,174 (74-1-99 42.82%),176 (1.01),←,
1,"Gale, Michael",31y 169d,187 (83-1-103 44.65%),48 (0.26),82 (42-1-39 51.83%),19 (0.23)
2,"Gaspar, Darren",22y 19d,73 (33-0-40 45.21%),4 (0.05),52 (26-0-26 50.00%),3 (0.06)
20,"Harrison, Ben",23y 142d,37 (19-0-18 51.35%),29 (0.78),35 (17-0-18 48.57%),29 (0.83)
16,"Holland, Ben",21y 29d,38 (20-0-18 52.63%),37 (0.97),←,
39,"Kellaway, Andrew",22y 197d,5 (3-0-2 60.00%),,←,
33,"Knights, Matthew",27y 246d,183 (72-0-111 39.34%),107 (0.58),←,
13,"Powell, Robert",22y 81d,30 (16-0-14 53.33%),41 (1.37),←,
7,"Prescott, Ashley",25y 270d,79 (41-1-37 52.53%),13 (0.16),←,
12,"Richardson, Matthew",23y 81d,90 (44-0-46 48.89%),271 (3.01),←,
4,"Rogers, Matthew",24y 195d,89 (48-1-40 54.49%),72 (0.81),←,
29,"Torney, Jason",20y 357d,42 (20-1-21 48.81%),2 (0.05),←,
41,"Turner, Scott",28y 8d,124 (50-0-74 40.32%),32 (0.26),←,
Totals,Totals,24y 266d,1820 (841-10-969 46.21%),1265 (0.70),,
C,"Gieschen, Jeff",41y 259d,16 (10-0-6 62.50%),,←,
