Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",27y 169d,186 (108-0-78 58.06%),165 (0.89),63 (24-0-39 38.10%),45 (0.71)
9,"Carr, Matthew",24y 231d,89 (30-1-58 34.27%),40 (0.45),61 (23-0-38 37.70%),38 (0.62)
10,"Cook, Troy",27y 5d,129 (56-0-73 43.41%),59 (0.46),86 (32-0-54 37.21%),48 (0.56)
24,"Croad, Trent",23y 161d,121 (64-1-56 53.31%),140 (1.16),37 (20-0-17 54.05%),60 (1.62)
33,"Farmer, Jeff",26y 54d,155 (71-0-84 45.81%),312 (2.01),37 (19-0-18 51.35%),53 (1.43)
42,"Haddrill, Robert",22y 201d,28 (15-0-13 53.57%),,←,
4,"Hasleby, Paul",22y 66d,83 (31-0-52 37.35%),62 (0.75),←,
43,"Hayden, Roger",22y 251d,23 (14-0-9 60.87%),1 (0.04),←,
11,"Headland, Des",22y 208d,71 (52-0-19 73.24%),69 (0.97),19 (12-0-7 63.16%),17 (0.89)
20,"Longmuir, Justin",22y 208d,76 (28-0-48 36.84%),103 (1.36),←,
21,"Longmuir, Troy",24y 84d,60 (19-0-41 31.67%),28 (0.47),43 (14-0-29 32.56%),25 (0.58)
8,"McManus, Shaun",27y 189d,143 (50-0-93 34.97%),69 (0.48),←,
18,"McPharlin, Luke",21y 259d,32 (18-0-14 56.25%),10 (0.31),20 (10-0-10 50.00%),7 (0.35)
34,"Medhurst, Paul",21y 249d,40 (21-0-19 52.50%),77 (1.92),←,
23,"Parker, Shane",30y 180d,160 (55-0-105 34.38%),9 (0.06),←,
29,"Pavlich, Matthew",21y 229d,81 (30-0-51 37.04%),85 (1.05),←,
12,"Polak, Graham",19y 62d,25 (16-0-9 64.00%),,←,
31,"Sandilands, Aaron",20y 254d,16 (12-0-4 75.00%),4 (0.25),←,
3,"Schammer, Byron",18y 57d,16 (11-0-5 68.75%),2 (0.13),←,
2,"Simmonds, Troy",25y 35d,79 (40-0-39 50.63%),27 (0.34),39 (20-0-19 51.28%),20 (0.51)
19,"Walker, James",24y 214d,95 (34-0-61 35.79%),9 (0.09),←,
6,"Woods, Dion",21y 204d,36 (17-0-19 47.22%),4 (0.11),←,
Totals,Totals,23y 195d,1744 (792-2-950 45.41%),1275 (0.73),,
C,"Connolly, Chris",40y 145d,43 (23-0-20 53.49%),,42 (22-0-20 52.38%),
