Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",25y 33d,76 (44-0-32 57.89%),36 (0.47),←,
10,"Boak, Travis",32y 51d,281 (140-1-140 50.00%),179 (0.64),←,
26,"Bonner, Riley",23y 198d,51 (32-0-19 62.75%),8 (0.16),←,
33,"Byrne-Jones, Darcy",25y 1d,103 (59-0-44 57.28%),6 (0.06),←,
22,"Dixon, Charlie",29y 364d,151 (71-1-79 47.35%),244 (1.62),86 (52-0-34 60.47%),150 (1.74)
21,"Duursma, Xavier",20y 76d,33 (22-0-11 66.67%),17 (0.52),←,
7,"Ebert, Brad",30y 172d,258 (125-1-132 48.64%),138 (0.53),182 (97-1-84 53.57%),105 (0.58)
9,"Gray, Robbie",32y 175d,235 (119-0-116 50.64%),333 (1.42),←,
8,"Hartlett, Hamish",30y 38d,181 (91-1-89 50.55%),75 (0.41),←,
5,"Houston, Dan",23y 132d,75 (46-0-29 61.33%),11 (0.15),←,
1,"Jonas, Tom",29y 256d,156 (85-1-70 54.81%),1 (0.01),←,
38,"Ladhams, Peter",22y 251d,13 (8-0-5 61.54%),6 (0.46),←,
40,"Lienert, Jarrod",26y 47d,18 (9-0-9 50.00%),,←,
29,"Lycett, Scott",27y 361d,106 (68-0-38 64.15%),52 (0.49),31 (20-0-11 64.52%),7 (0.23)
4,"Marshall, Todd",21y 349d,32 (25-0-7 78.13%),32 (1.00),←,
12,"McKenzie, Trent",28y 171d,123 (43-0-80 34.96%),22 (0.18),17 (14-0-3 82.35%),
6,"Motlop, Steven",29y 193d,182 (118-2-62 65.38%),203 (1.12),47 (28-0-19 59.57%),28 (0.60)
2,"Powell-Pepper, Sam",22y 257d,74 (47-0-27 63.51%),38 (0.51),←,
11,"Rockliff, Tom",30y 212d,204 (78-0-126 38.24%),100 (0.49),50 (32-0-18 64.00%),13 (0.26)
20,"Rozee, Connor",20y 243d,36 (23-0-13 63.89%),35 (0.97),←,
16,"Wines, Ollie",25y 350d,156 (89-0-67 57.05%),71 (0.46),←,
36,"Woodcock, Boyd",20y 200d,5 (4-0-1 80.00%),3 (0.60),←,
Totals,Totals,26y 121d,2549 (1346-7-1196 52.81%),1610 (0.63),,
C,"Hinkley, Ken",53y 357d,176 (102-0-74 57.95%),,←,
