Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",10,7,6,16,,2.0,,,,4.0,1.0,1.0,1.0,1.0,,4.0,12.0,,1.0,,1.0,,97.0
24,"Blake, Mark",1,2,4,5,,,8.0,2.0,1.0,,1.0,,1.0,,,2.0,3.0,,1.0,,,1.0,35.0
17,"Byrnes, Shannon",12,8,12,24,1,1.0,,1.0,,5.0,1.0,4.0,,,,10.0,14.0,,2.0,1.0,,1.0,82.0
35,"Chapman, Paul",13,3,8,21,,,,5.0,2.0,8.0,3.0,4.0,,2.0,,7.0,14.0,,,,1.0,,98.0
11,"Corey, Joel",11,3,10,21,,,,4.0,1.0,2.0,2.0,4.0,1.0,,,7.0,14.0,,,3.0,,,96.0
19,"Egan, Matthew",4,1,5,9,,,,2.0,1.0,,,1.0,,1.0,,4.0,5.0,,,5.0,,,94.0
44,"Enright, Corey",15,7,5,20,1,,,6.0,2.0,2.0,3.0,3.0,1.0,2.0,,5.0,15.0,,1.0,4.0,2.0,,94.0
2,"Harley, Tom",11,7,13,24,,,,5.0,7.0,,,3.0,1.0,,,11.0,13.0,2.0,,3.0,2.0,,95.0
8,"Hunt, Josh",17,5,6,23,1,,,2.0,7.0,3.0,2.0,3.0,1.0,,,4.0,19.0,,,1.0,,2.0,92.0
28,"Johnson, David",10,6,4,14,,,,4.0,3.0,3.0,,2.0,,1.0,,3.0,11.0,,,1.0,1.0,,90.0
20,"Johnson, Steve",8,4,4,12,2,,,4.0,,1.0,,1.0,1.0,,,5.0,6.0,1.0,2.0,3.0,,,91.0
1,"King, Steven",2,2,5,7,,,12.0,1.0,1.0,1.0,,2.0,,2.0,,3.0,4.0,1.0,,1.0,,,68.0
45,"Ling, Cameron",10,7,16,26,2,,,3.0,2.0,1.0,7.0,1.0,,1.0,,11.0,14.0,,2.0,,5.0,,98.0
4,"Mackie, Andrew",13,9,12,25,2,2.0,,1.0,,6.0,1.0,,1.0,,1.0,4.0,21.0,,2.0,2.0,,1.0,88.0
39,"Milburn, Darren",13,9,10,23,,1.0,,2.0,4.0,4.0,1.0,,1.0,,,4.0,18.0,1.0,1.0,3.0,1.0,,86.0
21,"Mooney, Cameron",10,7,9,19,1,2.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,5.0,14.0,1.0,4.0,,,2.0,88.0
6,"Ottens, Brad",8,5,5,13,1,1.0,13.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,6.0,6.0,,3.0,,,,85.0
22,"Playfair, Henry",3,4,5,8,,1.0,,1.0,,1.0,,,,,,4.0,4.0,,1.0,1.0,,,83.0
32,"Prismall, Brent",9,3,4,13,,,,,2.0,5.0,1.0,3.0,2.0,1.0,,5.0,11.0,,,2.0,1.0,1.0,52.0
15,"Riccardi, Peter",1,,3,4,,,,1.0,,,2.0,,2.0,,,4.0,,,,,,,84.0
30,"Scarlett, Matthew",13,7,8,21,,,,,6.0,2.0,1.0,3.0,,,,6.0,15.0,1.0,,2.0,2.0,,100.0
40,"Wojcinski, David",6,1,4,10,,,,2.0,,4.0,2.0,3.0,,2.0,,3.0,7.0,,,2.0,,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,107,158,358,11,14.0,34.0,48.0,40.0,58.0,29.0,41.0,15.0,15.0,1.0,117.0,240.0,7.0,20.0,34.0,16.0,9.0,
Opposition,Opposition,220,133,114,334,15,13.0,22.0,53.0,47.0,55.0,29.0,40.0,15.0,15.0,5.0,110.0,221.0,11.0,15.0,44.0,31.0,8.0,
