Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",25y 70d,95 (43-0-52 45.26%),42 (0.44),←,
37,"Chandler, Kade",21y 66d,2 (1-0-1 50.00%),,←,
31,"Fritsch, Bayley",24y 104d,62 (30-0-32 48.39%),61 (0.98),←,
11,"Gawn, Max",29y 80d,135 (54-0-81 40.00%),59 (0.44),←,
4,"Harmes, James",25y 166d,105 (49-0-56 46.67%),59 (0.56),←,
29,"Hunt, Jayden",25y 351d,75 (33-0-42 44.00%),41 (0.55),←,
6,"Jackson, Luke",19y 172d,7 (5-0-2 71.43%),3 (0.43),←,
39,"Jetta, Neville",31y 36d,155 (58-2-95 38.06%),24 (0.15),←,
2,"Jones, Nathan",33y 59d,295 (94-3-198 32.37%),139 (0.47),←,
23,"Jordon, James",20y 90d,1 (1-0-0 100.00%),1 (1.00),←,
15,"Langdon, Ed",25y 47d,86 (35-0-51 40.70%),36 (0.42),18 (10-0-8 55.56%),3 (0.17)
8,"Lever, Jake",25y 15d,93 (56-0-37 60.22%),3 (0.03),37 (18-0-19 48.65%),
1,"May, Steven",29y 69d,149 (50-1-98 33.89%),23 (0.15),26 (12-0-14 46.15%),2 (0.08)
25,"McDonald, Tom",28y 183d,171 (64-0-107 37.43%),111 (0.65),←,
30,"Neal-Bullen, Alex",25y 70d,81 (40-0-41 49.38%),64 (0.79),←,
13,"Oliver, Clayton",23y 241d,100 (50-0-50 50.00%),29 (0.29),←,
5,"Petracca, Christian",25y 75d,103 (49-0-54 47.57%),96 (0.93),←,
36,"Pickett, Kysaiah",19y 291d,15 (8-0-7 53.33%),8 (0.53),←,
24,"Rivers, Trent",19y 233d,10 (6-0-4 60.00%),2 (0.20),←,
3,"Salem, Christian",25y 248d,107 (47-0-60 43.93%),21 (0.20),←,
9,"Spargo, Charlie",21y 115d,35 (21-0-14 60.00%),25 (0.71),←,
32,"Sparrow, Tom",20y 293d,8 (4-0-4 50.00%),3 (0.38),←,
20,"Tomlinson, Adam",27y 222d,154 (69-3-82 45.78%),35 (0.23),14 (8-0-6 57.14%),
Totals,Totals,24y 318d,2044 (867-9-1168 42.42%),885 (0.43),,
C,"Goodwin, Simon",44y 84d,88 (43-0-45 48.86%),,87 (43-0-44 49.43%),
