Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",21y 325d,65 (17-0-48 26.15%),80 (1.23),←,
27,"Cameron, Clay",20y 88d,8 (2-0-6 25.00%),1 (0.13),←,
12,"Day, Sam",21y 351d,63 (20-0-43 31.75%),42 (0.67),←,
5,"Harbrow, Jarrod",26y 36d,147 (64-1-82 43.88%),44 (0.30),77 (24-0-53 31.17%),23 (0.30)
28,"Kolodjashnij, Kade",19y 14d,17 (7-0-10 41.18%),5 (0.29),←,
40,"Lemmens, Sean",19y 294d,17 (9-0-8 52.94%),3 (0.18),←,
38,"Leslie, Jack",19y 118d,1 (0-0-1 0.00%),,←,
37,"Lonergan, Jesse",19y 282d,12 (4-0-8 33.33%),1 (0.08),←,
19,"Lynch, Tom",21y 296d,59 (18-0-41 30.51%),78 (1.32),←,
4,"Martin, Jack",19y 206d,10 (4-0-6 40.00%),6 (0.60),←,
32,"Matera, Brandon",22y 165d,54 (17-0-37 31.48%),58 (1.07),←,
18,"McKenzie, Trent",22y 142d,76 (23-0-53 30.26%),20 (0.26),←,
1,"OMeara, Jaeger",20y 181d,43 (18-0-25 41.86%),27 (0.63),←,
10,"Prestia, Dion",21y 315d,72 (20-0-52 27.78%),22 (0.31),←,
35,"Rischitelli, Michael",28y 227d,177 (67-3-107 38.70%),76 (0.43),66 (18-0-48 27.27%),29 (0.44)
6,"Sexton, Alex",20y 263d,23 (7-0-16 30.43%),9 (0.39),←,
26,"Shaw, Matt",22y 199d,71 (20-0-51 28.17%),27 (0.38),←,
25,"Stanley, Danny",26y 186d,79 (24-0-55 30.38%),38 (0.48),74 (23-0-51 31.08%),38 (0.51)
3,"Sumner, Timmy",19y 318d,17 (6-0-11 35.29%),6 (0.35),←,
24,"Swallow, David",21y 277d,72 (21-0-51 29.17%),36 (0.50),←,
48,"Tape, Seb",22y 17d,32 (4-0-28 12.50%),1 (0.03),←,
16,"Thompson, Rory",23y 164d,52 (17-0-35 32.69%),7 (0.13),←,
Totals,Totals,21y 336d,1167 (389-4-774 33.33%),587 (0.50),,
C,"McKenna, Guy",45y 104d,87 (24-0-63 27.59%),,←,
