Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
2,"Adkins, Damien",21y 205d,21 (9-0-12 42.86%),8 (0.38),←,
10,"Betheras, Rupert",26y 252d,70 (30-0-40 42.86%),25 (0.36),←,
5,"Buckley, Nathan",30y 7d,200 (78-2-120 39.50%),200 (1.00),180 (74-2-104 41.67%),179 (0.99)
17,"Burns, Scott",27y 222d,131 (54-1-76 41.60%),58 (0.44),←,
8,"Clement, James",25y 332d,122 (48-0-74 39.34%),46 (0.38),38 (22-0-16 57.89%),8 (0.21)
34,"Cloke, Jason",20y 88d,17 (12-0-5 70.59%),2 (0.12),←,
13,"Cole, Richard",19y 18d,8 (5-0-3 62.50%),1 (0.13),←,
1,"Davis, Leon",21y 46d,49 (23-0-26 46.94%),56 (1.14),←,
4,"Didak, Alan",19y 168d,18 (12-0-6 66.67%),17 (0.94),←,
25,"Fraser, Josh",20y 209d,60 (30-0-30 50.00%),56 (0.93),←,
26,"Johnson, Ben",21y 119d,46 (25-0-21 54.35%),10 (0.22),←,
18,"Licuria, Paul",24y 210d,85 (34-0-51 40.00%),23 (0.27),75 (32-0-43 42.67%),21 (0.28)
24,"Lockyer, Tarkyn",22y 276d,74 (33-0-41 44.59%),40 (0.54),←,
37,"Lonie, Ryan",19y 151d,32 (18-0-14 56.25%),14 (0.44),←,
27,"McGough, Mark",18y 41d,13 (10-0-3 76.92%),3 (0.23),←,
12,"McKee, Steven",24y 43d,56 (31-0-25 55.36%),9 (0.16),36 (21-0-15 58.33%),8 (0.22)
11,"OBree, Shane",23y 140d,76 (36-0-40 47.37%),23 (0.30),57 (27-0-30 47.37%),20 (0.35)
35,"Prestigiacomo, Simon",24y 183d,107 (43-0-64 40.19%),3 (0.03),←,
23,"Rocca, Anthony",24y 352d,136 (58-0-78 42.65%),197 (1.45),114 (47-0-67 41.23%),186 (1.63)
29,"Scotland, Heath",22y 12d,36 (12-0-24 33.33%),5 (0.14),←,
20,"Tarrant, Chris",21y 318d,78 (33-0-45 42.31%),131 (1.68),←,
14,"Wakelin, Shane",27y 355d,133 (64-2-67 48.87%),19 (0.14),39 (23-0-16 58.97%),
Totals,Totals,23y 21d,1568 (698-5-865 44.52%),946 (0.60),,
C,"Malthouse, Mick",48y 350d,440 (253-4-183 57.95%),,62 (30-0-32 48.39%),
