St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
14,"Ball, Luke",24y 70d,122 (72-0-50 59.02%),55 (0.45),←,
27,"Blake, Jason",27y 141d,129 (63-2-64 49.61%),33 (0.26),←,
26,"Dal Santo, Nick",24y 163d,137 (74-2-61 54.74%),70 (0.51),←,
24,"Dempster, Sean",24y 196d,69 (43-0-26 62.32%),11 (0.16),15 (8-0-7 53.33%),3 (0.20)
40,"Eddy, Robert",20y 209d,6 (5-0-1 83.33%),1 (0.17),←,
17,"Fiora, Aaron",27y 106d,138 (64-1-73 46.74%),57 (0.41),60 (31-1-28 52.50%),32 (0.53)
25,"Fisher, Sam",26y 24d,89 (53-1-35 60.11%),6 (0.07),←,
42,"Geary, Jarryn",20y 41d,9 (5-0-4 55.56%),,←,
19,"Gilbert, Sam",21y 350d,32 (18-1-13 57.81%),10 (0.31),←,
18,"Goddard, Brendon",23y 75d,106 (63-0-43 59.43%),35 (0.33),←,
1,"Gram, Jason",24y 98d,70 (39-1-30 56.43%),33 (0.47),68 (38-1-29 56.62%),33 (0.49)
33,"Gwilt, James",21y 358d,19 (10-0-9 52.63%),5 (0.26),←,
35,"Harvey, Robert",36y 348d,376 (190-4-182 51.06%),213 (0.57),←,
7,"Hayes, Lenny",28y 202d,185 (82-3-100 45.14%),66 (0.36),←,
38,"Jones, Clinton",24y 183d,19 (12-1-6 65.79%),6 (0.32),←,
2,"King, Steven",29y 255d,208 (108-2-98 52.40%),79 (0.38),15 (9-0-6 60.00%),4 (0.27)
23,"Koschitzke, Justin",25y 318d,112 (56-1-55 50.45%),118 (1.05),←,
32,"McQualter, Andrew",22y 55d,30 (16-0-14 53.33%),6 (0.20),←,
44,"Milne, Stephen",28y 148d,158 (76-2-80 48.73%),311 (1.97),←,
11,"Montagna, Leigh",24y 275d,91 (53-1-37 58.79%),58 (0.64),←,
12,"Riewoldt, Nick",25y 291d,151 (76-2-73 50.99%),297 (1.97),←,
13,"Schneider, Adam",24y 83d,110 (66-1-43 60.45%),113 (1.03),12 (6-0-6 50.00%),14 (1.17)
Totals,Totals,25y 115d,2366 (1244-25-1097 52.58%),1583 (0.67),,
C,"Lyon, Ross",41y 269d,40 (21-1-18 53.75%),,←,
