Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bennell, Harley",17,6,7,24,1,2.0,,5.0,2.0,3.0,3.0,2.0,1.0,,,9.0,12.0,1.0,1.0,,,1.0,90.0
13,"Boston, Andrew",9,4,3,12,1,1.0,,,2.0,4.0,,2.0,,,,3.0,8.0,,,,,,77.0
12,"Day, Sam",4,2,6,10,,,2.0,1.0,2.0,1.0,1.0,2.0,,,,5.0,5.0,,,10.0,,1.0,88.0
23 ↓,"Dixon, Charlie",6,4,3,9,3,2.0,,,,,,2.0,2.0,1.0,,5.0,4.0,2.0,4.0,,,1.0,60.0
14,"Hallahan, Mitch",9,4,3,12,,,,3.0,,4.0,4.0,1.0,2.0,1.0,,6.0,6.0,,,2.0,,,79.0
5,"Harbrow, Jarrod",7,3,11,18,,,,3.0,2.0,,1.0,3.0,1.0,1.0,,9.0,10.0,,,,2.0,,88.0
28,"Kolodjashnij, Kade",12,11,5,17,,,,3.0,2.0,2.0,1.0,4.0,,2.0,,3.0,13.0,,,5.0,4.0,,96.0
40,"Lemmens, Sean",2,3,3,5,,,,2.0,,,,1.0,,,,2.0,3.0,1.0,,,,,80.0
37,"Lonergan, Jesse",5,3,4,9,,,,7.0,1.0,1.0,,3.0,,1.0,,4.0,5.0,2.0,,2.0,,,74.0
19,"Lynch, Tom",10,6,1,11,4,,,1.0,,5.0,,2.0,2.0,1.0,,5.0,5.0,1.0,1.0,2.0,,,94.0
7 ↑,"Malceski, Nick",7,3,5,12,,,,1.0,2.0,1.0,2.0,,,,,2.0,10.0,,,,,,31.0
32,"Matera, Brandon",11,6,4,15,,2.0,,,1.0,2.0,1.0,1.0,1.0,,,5.0,10.0,,1.0,,,,88.0
17,"May, Steven",13,8,,13,,,,,4.0,1.0,,1.0,1.0,,,2.0,9.0,1.0,,9.0,1.0,,96.0
18,"McKenzie, Trent",11,5,2,13,,,,2.0,5.0,,1.0,3.0,1.0,1.0,,4.0,6.0,1.0,,1.0,,,85.0
44,"Miller, Touk",8,3,3,11,,,,6.0,1.0,3.0,2.0,4.0,,1.0,,7.0,4.0,,,1.0,,,83.0
22,"Nicholls, Tom",2,1,11,13,,,21.0,,,1.0,3.0,4.0,1.0,2.0,,11.0,2.0,,,3.0,,,87.0
29,"Raines, Andrew",6,3,2,8,,,,,,3.0,,7.0,,6.0,,1.0,7.0,,,,,,72.0
35,"Rischitelli, Michael",16,9,9,25,,2.0,,7.0,,6.0,3.0,3.0,,1.0,1.0,9.0,17.0,1.0,,,,,83.0
8,"Russell, Luke",8,2,2,10,,1.0,,4.0,1.0,2.0,1.0,1.0,,,,2.0,8.0,,,,3.0,1.0,84.0
42,"Saad, Adam",7,5,9,16,,1.0,,2.0,1.0,3.0,,1.0,1.0,,,6.0,10.0,1.0,,1.0,4.0,,88.0
20,"Schade, Henry",9,2,2,11,,,,1.0,4.0,2.0,,1.0,,1.0,,3.0,5.0,,,3.0,,,93.0
6,"Sexton, Alex",5,1,3,8,,,,1.0,1.0,3.0,1.0,,,,,3.0,5.0,,,,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,94,98,282,9,15.0,23.0,49.0,31.0,47.0,24.0,48.0,13.0,19.0,1.0,106.0,164.0,11.0,7.0,39.0,14.0,4.0,
Opposition,Opposition,233,112,179,412,14,19.0,47.0,57.0,32.0,52.0,46.0,38.0,19.0,13.0,5.0,136.0,277.0,10.0,16.0,42.0,10.0,10.0,
