Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",27y 247d,130 (74-0-56 56.92%),60 (0.46),6 (1-0-5 16.67%),5 (0.83)
22,"Breust, Luke",32y 163d,266 (164-2-100 62.03%),489 (1.84),←,
33,"Brockman, Tyler",20y 152d,15 (5-2-8 40.00%),16 (1.07),←,
8,"Frost, Sam",29y 238d,147 (53-2-92 36.73%),9 (0.06),56 (17-2-37 32.14%),1 (0.02)
24,"Grainger-Barras, Denver",21y 6d,23 (10-1-12 45.65%),,←,
26,"Greene, Fergus",25y 124d,11 (4-0-7 36.36%),16 (1.45),6 (1-0-5 16.67%),11 (1.83)
15,"Hardwick, Blake",26y 77d,130 (57-2-71 44.62%),8 (0.06),←,
4,"Impey, Jarman",27y 288d,156 (74-0-82 47.44%),58 (0.37),81 (34-0-47 41.98%),24 (0.30)
9,"Jiath, Changkuoth",23y 314d,43 (13-0-30 30.23%),2 (0.05),←,
27,"Long, Ned",20y 77d,3 (0-0-3 0.00%),1 (0.33),←,
18,"Lynch, Max",24y 223d,11 (4-0-7 36.36%),4 (0.36),8 (2-0-6 25.00%),4 (0.50)
31,"Macdonald, Connor",20y 100d,26 (8-0-18 30.77%),11 (0.42),←,
28,"Mackenzie, Cam",19y 92d,6 (1-0-5 16.67%),,←,
40,"Mitchell, Seamus",20y 294d,2 (0-0-2 0.00%),,←,
13,"Moore, Dylan",23y 262d,58 (18-1-39 31.90%),61 (1.05),←,
1,"Morrison, Harry",24y 162d,82 (34-1-47 42.07%),21 (0.26),←,
11,"Nash, Conor",24y 269d,56 (23-1-32 41.96%),16 (0.29),←,
3,"Newcombe, Jai",21y 264d,35 (12-2-21 37.14%),11 (0.31),←,
7,"Reeves, Ned",24y 174d,23 (8-1-14 36.96%),9 (0.39),←,
14,"Scrimshaw, Jack",24y 231d,70 (24-1-45 35.00%),9 (0.13),66 (24-1-41 37.12%),9 (0.14)
6,"Sicily, James",28y 107d,121 (59-1-61 49.17%),60 (0.50),←,
20,"Wingard, Chad",29y 268d,208 (98-2-108 47.60%),292 (1.40),61 (22-1-38 36.89%),60 (0.98)
5,"Worpel, James",24y 89d,85 (33-2-50 40.00%),32 (0.38),←,
Totals,Totals,24y 215d,1707 (776-21-910 45.46%),1185 (0.69),,
C,"Mitchell, Sam",40y 193d,28 (9-0-19 32.14%),,←,
