Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",10,3,2,12,1,,,4.0,2.0,4.0,,2.0,,1.0,,2.0,11.0,,1.0,,1.0,1.0,84.0
12,"Boekhorst, Blaine",6,2,5,11,1,1.0,,3.0,,2.0,,1.0,,1.0,,1.0,9.0,,1.0,,,,82.0
7,"Buckley, Dylan",11,1,3,14,1,3.0,,3.0,2.0,6.0,2.0,2.0,3.0,,,4.0,10.0,,1.0,,4.0,1.0,81.0
41,"Casboult, Levi",8,5,5,13,4,2.0,,3.0,,,,2.0,3.0,,,10.0,2.0,3.0,3.0,1.0,,,87.0
9,"Cripps, Patrick",8,,16,24,,2.0,1.0,8.0,1.0,5.0,11.0,2.0,2.0,1.0,,22.0,2.0,,,2.0,2.0,,74.0
28,"Cuningham, David",2,3,5,7,,,,8.0,,,,,,,,1.0,6.0,,,1.0,,,69.0
35,"Curnow, Ed",11,4,18,29,,1.0,,9.0,1.0,5.0,10.0,5.0,1.0,1.0,1.0,14.0,15.0,,1.0,1.0,1.0,2.0,84.0
15,"Docherty, Sam",12,7,6,18,,,,1.0,3.0,2.0,3.0,1.0,1.0,,,7.0,11.0,1.0,,2.0,,1.0,93.0
4,"Gibbs, Bryce",17,2,7,24,,1.0,2.0,2.0,1.0,9.0,2.0,4.0,,2.0,,9.0,15.0,,,1.0,,,79.0
14,"Jones, Liam",7,5,4,11,,2.0,,1.0,,1.0,,3.0,,1.0,,9.0,3.0,3.0,3.0,1.0,,,87.0
11,"Kerridge, Sam",10,5,6,16,,,,3.0,1.0,3.0,1.0,4.0,,2.0,,3.0,12.0,,,1.0,,,84.0
8,"Kreuzer, Matthew",10,1,4,14,,,30.0,1.0,1.0,4.0,5.0,6.0,2.0,5.0,,11.0,3.0,1.0,,2.0,,1.0,81.0
34,"Phillips, Andrew",3,2,2,5,1,,13.0,3.0,,2.0,1.0,,,,,1.0,4.0,,1.0,1.0,,,60.0
20,"Plowman, Lachie",8,5,2,10,,,,3.0,2.0,,,2.0,2.0,1.0,,3.0,7.0,,,4.0,,,89.0
17,"Rowe, Sam",2,4,7,9,,,,,,,,2.0,,2.0,,4.0,4.0,1.0,,13.0,,,96.0
2,"Silvagni, Jack",6,2,2,8,3,,,4.0,,3.0,,1.0,,,,4.0,5.0,,2.0,,,,76.0
6,"Simpson, Kade",18,2,8,26,,,,1.0,1.0,6.0,1.0,1.0,1.0,,,8.0,17.0,1.0,,1.0,5.0,1.0,97.0
39,"Thomas, Dale",10,1,4,14,,1.0,,2.0,2.0,5.0,4.0,1.0,2.0,1.0,,6.0,8.0,,,,,,72.0
42,"Tuohy, Zach",12,4,12,24,,,,1.0,8.0,2.0,1.0,1.0,1.0,,,6.0,14.0,1.0,,3.0,7.0,,85.0
23,"Weitering, Jacob",7,3,6,13,,,,,1.0,2.0,,1.0,,1.0,,7.0,5.0,2.0,,3.0,1.0,,77.0
43,"White, Simon",11,3,6,17,,1.0,1.0,3.0,2.0,5.0,1.0,1.0,4.0,,,9.0,9.0,,,6.0,,,78.0
46,"Wright, Matthew",5,1,5,10,2,,,4.0,,2.0,1.0,2.0,1.0,2.0,,7.0,3.0,,1.0,,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,65,135,329,13,17.0,47.0,67.0,28.0,68.0,43.0,44.0,23.0,21.0,1.0,148.0,175.0,13.0,14.0,43.0,21.0,7.0,
Opposition,Opposition,181,68,114,295,15,9.0,38.0,79.0,49.0,46.0,36.0,45.0,21.0,23.0,5.0,137.0,157.0,12.0,14.0,58.0,6.0,9.0,
