Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",10,3,3,13,1,3.0,,1.0,,,,,2.0,3.0,,,,,,,,,
6,"Barnes, John",5,7,7,12,2,,15.0,,,,,,2.0,2.0,,,,,,,,,
9,"Breuer, Shayne",14,7,2,16,,1.0,,1.0,,,,,1.0,,,,,,,,,,
8,"Burns, Ronnie",7,,2,9,1,,,2.0,,,,,1.0,,,,,,,,,,
2,"Colbert, Leigh",7,3,3,10,1,,,3.0,,,,,,2.0,,,,,,,,,
7,"Couch, Paul",25,10,7,32,,1.0,,3.0,,,,,,,,,,,,,,,
19,"Hall, Derek",9,5,7,16,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
14,"Handley, Steven",2,2,5,7,,,,,,,,,,1.0,,,,,,,,,
32,"Hocking, Garry",19,5,11,30,2,,,4.0,,,,,3.0,,,,,,,,,,
1,"King, Steven",3,1,1,4,,,5.0,,,,,,,2.0,,,,,,,,,
21,"Mansfield, Michael",12,7,9,21,,1.0,,1.0,,,,,2.0,4.0,,,,,,,,,
17,"McGrath, Tim",18,9,6,24,,,2.0,,,,,,3.0,2.0,,,,,,,,,
28,"McKinnon, Martin",4,3,5,9,,1.0,,,,,,,1.0,,,,,,,,,,
31,"Mensch, David",1,1,,1,,,,,,,,,,,,,,,,,,,
15,"Riccardi, Peter",11,3,2,13,,,,1.0,,,,,,,,,,,,,,,
27,"Sanderson, Brenton",7,5,3,10,,,,3.0,,,,,1.0,,,,,,,,,,
12,"Sholl, Brad",17,11,8,25,,2.0,,3.0,,,,,1.0,,,,,,,,,,
37,"Simpson, Sean",12,4,4,16,,,,1.0,,,,,2.0,1.0,,,,,,,,,
20,"Steinfort, Carl",2,3,5,7,,,,1.0,,,,,,,,,,,,,,,
26,"Stoneham, Barry",2,,1,3,,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,
10,"Tanner, Grant",12,4,3,15,1,,,2.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,93,94,293,9,17.0,24.0,30.0,,,,,21.0,20.0,,,,,,,,,
Opposition,Opposition,182,56,108,290,19,17.0,19.0,34.0,,,,,20.0,21.0,,,,,,,,,
